fullname,hand,ioc,ht,sex
Nicole Rivkin,,GER,,F
Ella Seidel,,GER,,F
Mara Guth,R,GER,,F
Carolina Kuhl,,GER,,F
Paula Rumpf,,DEU,,F
Gina Marie Dittmann,,GER,,F
Michaela Laki,,GRE,,F
Alexis Blokhina,L,USA,,F
Ellie Logotheti,,GRE,,F
Chara Meidani,,GRE,,F
Emma Slavikova,,CZE,,F
Annali Olivelle,,GBR,,F
Silvia Martinez Jimenez,,ESP,,F
Dunya Charalampopoulos,,NLD,,F
Marija Semenistaja,,LAT,,F
Tanit Lopez Lopez,,ESP,,F
Dimitra Pavlou,R,GRE,,F
Emira Stafford,,USA,,F
Rafaela Platsiota,,GRE,,F
Anna Novratidou,,GRE,,F
Camilia Samel Druz,,FRA,,F
Kyriaki Mitsou,R,GRE,,F
Chloe Cirotte,,FRA,,F
Magdalini Adaloglou,,GRE,,F
Soumeya Anane,,GBR,,F
Rachelle Starreveld,,NED,,F
Farhat Aleen Qamar,,IND,,F
Bela Tamhankar,,IND,,F
Prapti Soni,,IND,,F
Ayushi Singh,,IND,,F
Priyanshi Bhandari,,IND,,F
Sanya Yadav,,IND,,F
Akanksha Dileep Nitture,R,IND,,F
Jigyasa Narsinghani,,IND,,F
Anaam Almas,,IND,,F
Aayushi Tanwar,,IND,,F
Kashish Bhatia,,IND,,F
Sonashe Bhatnagar,R,IND,,F
Ariana Dharmadhikari,,IND,,F
Radhika Yadav,,IND,,F
Himadri Kashyap,,IND,,F
Renne Singla,,IND,,F
Sudipta Kumar,,IND,,F
Tejasvi Kate,,IND,,F
Vanshita Pathania,R,IND,,F
Rutuja Chaphalkar,,USA,,F
Yashika Venu,,IND,,F
Ananya Yadav,,IND,,F
Lorin Tilipman,,ISR,,F
May Baranes,,ISR,,F
Aya Bychenko,,ISR,,F
Hanna Vinahradava,,BLR,,F
Shay Fadlon,,ISR,,F
Alian Zack,,ISR,,F
Karin Altori,,ISR,,F
Yara Abed,R,ISR,,F
Chen Ezra,,ISR,,F
Oluchukwu Jennifer Nkili,,NGA,,F
Zlata Yankovskaya,,RUS,,F
Ginevra Parentini Vallega Montebruno,,ITA,,F
Noa Major,,ISR,,F
Maya Betzalel,,ISR,,F
Liam Oved,,ISR,,F
Emmy Yaron,,ISR,,F
Shira Chiche,,ISR,,F
Georgia Pedone,,ITA,,F
Milena Jevtovic,,ITA,,F
Denise Valente,,ITA,,F
Camilla Gennaro,,ITA,,F
Elisa Cesarina Vincenti,,ITA,,F
Aruzhan Sagandikova,,KAZ,,F
Ademi Amankeldi,,KAZ,,F
Karina Rizvanova,,KAZ,,F
Aiya Nupbay,,KAZ,,F
Erkezhan Arystanbekova,,KAZ,,F
Tamara Cherkassova,,KAZ,,F
Alexandra Azarko,,BLR,,F
Evialina Laskevich,,BLR,,F
Adel Malgonusova,,KAZ,,F
Dana Baidaulet,,KAZ,,F
Asylzhan Arystanbekova,,KAZ,,F
Janel Ospanova,,KAZ,,F
Yuliya Klimova,,KAZ,,F
Alisa Baranovska,,UKR,,F
Sophia Natalya Baranov,,USA,,F
Sandugash Kenzhibayeva,,KAZ,,F
Amina Salibayeva,,USA,,F
Adel Ismagylova,,KAZ,,F
Maryia Savitskaya,,BLR,,F
Anastasiya Apalikhina,,RUS,,F
Daria Zelinskaya,,RUS,,F
Klaudija Bubelyte,,LTU,,F
Ekaterina Bychkova,R,RUS,171,F
Irina Kuzmina,R,LAT,,F
Patricija Paukstyte,,LTU,,F
Akvile Parazinskaite,,LTU,,F
Alisa Yakimakho,,BLR,,F
Tia Kaukenas,,LTU,,F
Emilija Tverijonaite,,LTU,,F
Dilara Okur,,NED,,F
Daria Gorska,,POL,,F
Dariia Monakhova,,RUS,,F
Wiktoria Rutkowska,,POL,,F
Alicja Formella,,POL,,F
Debora Madile,,PUR,,F
Mafalda Guedes,L,POR,,F
Milla Sequeira,,SUI,,F
Maria Aldea Wesselly,,ROU,,F
Rita Colyer,,CAN,,F
Sana Garakani,,IRI,,F
Joana Baptista,,POR,,F
Edda Mamedova,,RUS,,F
Polina Pavlova,,RUS,,F
Kira Pavlova,,RUS,,F
Anna Zyryanova,,RUS,,F
Yaroslava Bartashevich,,RUS,,F
Tajda Zalokar,,SLO,,F
Meta Marenk,,SLO,,F
Sara Erenda,,AUT,,F
Hana Becirovic Novak,,SLO,,F
Lea Erenda,,AUT,,F
Mia Kupres,R,CAN,,F
Andrea Obradovic,,SRB,,F
Nevena Kolarevic,,SRB,,F
Natalija Senic,,SRB,,F
Ana Prso,,AUS,,F
Victoria Mboko,,CAN,,F
Anastasija Arsic,,SRB,,F
Mija Ljubic,R,SRB,,F
Celine Naef,,SUI,,F
Salma Drugdova,,SVK,,F
Irina Balus,,SVK,,F
Nikola Daubnerova,,SVK,,F
Natalia Slaba,,SVK,,F
Amarissa Kiara Toth,,HUN,,F
Tilwith Di Girolami,R,BEL,,F
Zdena Safarova,,CZE,,F
Amira Bargaoui,,TUN,,F
Ghalia Guizani,,TUN,,F
Amelie Van Impe,R,BEL,,F
Amel Sammari,R,TUN,,F
Alexandra Yepifanova,,USA,,F
Lina Hachem,,TUN,,F
Amal Gati,,TUN,,F
Linda Ajimi,,TUN,,F
Wiem Boubaker,,TUN,,F
Julie Sappl,,SUI,,F
Tara Gancev,,SRB,,F
Arianna Nepomuceno,,SUI,,F
Renee Van Bommel,,NED,,F
Polina Iatcenko,,RUS,,F
Souhila Aouni,,FRA,,F
Michelle Dzjachangirova,,NED,,F
Lola Radivojevic,,SRB,,F
Veronika Kulhava,,CZE,,F
Ines Bekrar,,ALG,,F
Linda Salvi,,ITA,,F
Yasmine Kabbaj,,MAR,,F
Liz Badde,,LUX,,F
Susanna Giovanardi,,ITA,,F
Ela Nala Milic,,SLO,,F
Emilija Pranyte,,LTU,,F
Natsuho Arakawa,L,JPN,,F
Evelina Takhmazyan,,RUS,,F
Anna Ulyashchenko,,USA,,F
Samantha Imbo Nloga,,USA,,F
Sarah Lisa Aubertin,,TUN,,F
Nadine Abid,,TUN,,F
Sara Akid,,MAR,,F
Alejandra Gutierrez,,COL,,F
Laure Razet,,FRA,,F
Marie Weckerle,,LUX,,F
Giulia Sartori,,ITA,,F
Hwiwon Wi,,KOR,,F
Shelby Prince,,USA,,F
Hiba Heni,,TUN,,F
Isabella Lynch,,GBR,,F
Sofia Da Cruz Mendonca,,BRA,,F
Gio Jang,,KOR,,F
Melissa Boyden,R,NED,,F
Chahd Berriri,,TUN,,F
Aleksandra Wierzbowska,,POL,,F
Mao Mushika,,JPN,,F
Helena Ramos Rocha E Silva,,BRA,,F
Carolina Piferi,,ITA,,F
Nefeli Zafeiri,,GRE,,F
Christine Gouws,,RSA,,F
Paris Corley,,USA,,F
Valerie Quiceno Ibarguen,,COL,,F
Constance Branstine,R,USA,,F
Tayla Wilmot,,RSA,,F
Hibah Shaikh,,USA,,F
Ireni Lucia,,ITA,,F
Lexington Reed,,USA,,F
Elena Micic,,AUS,,F
Marianna Argyrokastriti,,GRC,,F
Elizaveta Gavrilova,,RUS,,F
Aaliyah Hohmann,,DEU,,F
Khrystyna Vozniak,R,UKR,,F
Vineetha Mummadi,,IND,,F
Selya Rakki,,FRA,,F
Beatrice Laura Pirtac,,IRL,,F
Sophia Desiree Piech,,AUT,,F
Elina Zakharova,,RUS,,F
Roua Limem,,TUN,,F
Julia Traub,,GER,,F
Aglaya Fedorova,,RUS,,F
Anastasia Stepina,,RUS,,F
Emma Kette,,GER,,F
Lina Soussi,,TUN,,F
Beyda Baykal,R,TUR,,F
Lara Eroglu,,TUR,,F
Duru Soke,,TUR,,F
Semra Aksu,,TUR,,F
Miray Konar,,TUR,,F
Pelin Colak,,TUR,,F
Laura Vasilescu,,CAN,,F
Lidiia Rasskovskaia,,RUS,,F
Masa Viriant,,SLO,,F
Zeynep Su Yavuz,,TUR,,F
Natalia Fehr,,SUI,,F
Anastasiya Feklistova,,RUS,,F
Marketa Panackova,R,CZE,,F
Ottavia Massetti,,ITA,,F
Maelie Monfils,,FRA,,F
Iva Divac,,SRB,,F
Ralitsa Alexandrova,,BUL,,F
Leire De Ezcurra,,FRA,,F
Dora Olgungul,,TUR,,F
Mihrisah Yapici,,TUR,,F
Victoria Lazarova,,BUL,,F
Eva Maria Riml,,AUT,,F
Melodie Collard,R,CAN,,F
Zeynep Erbakan,,TUR,,F
Iroda Makhamatjonova,,UZB,,F
Eda Arli,,TUR,,F
Vanja Gudelj,,NED,,F
Meritxell Boix Molla,R,ESP,,F
Izabela Heinzova,,CZE,,F
Defne Erbakan,,TUR,,F
Zeynep Ilker,,TUR,,F
Rozalie Dohnalova,R,CZE,,F
Lika Peresypkina,,UKR,,F
Alessia Camerano,,ITA,,F
Jacqueline Soloveychik,,USA,,F
Sara Mikaca,,BIH,,F
Zineb El Ouazzani,,MAR,,F
Elysia Wan,,MAS,,F
Seven Oral,,TUR,,F
Beyza Yaniklar,,TUR,,F
Meryem Alexandra Guener,,GER,,F
Iman Khan,,GBR,,F
Coco Bosman,,NED,,F
Viktoria Kurz,R,AUT,,F
Sem Hazes,,NED,,F
Kim Michaela Zahraj,,GER,,F
Martina Gledacheva,,BUL,,F
Emily Castillo,,GER,,F
Virginia Ferrara,,ITA,,F
Rocio Martinez Azcarraga,,ESP,,F
Cora Stefanie Barber,,GER,,F
Krystyna Pochtovyk,,UKR,,F
Anastasia Uspenskaia,,RUS,,F
Claudia Sanchez Quesada,,ESP,,F
Elif Tuana Gunal,,TUR,,F
Alara Ayaz,,TUR,,F
Elif Albayrak,,TUR,,F
Aliesia Reva,,UKR,,F
Valeryia Vasilyeva,,BLR,,F
Darya Volkova,,UKR,,F
Mariia Nikitash,,UKR,,F
Victoria Chramcova,,SVK,,F
Anastasiya Lopata,,UKR,,F
Yelyzaveta Kotliar,,UKR,,F
Alena Bairasheuskaya,,BLR,,F
Daria Diatlova,,UKR,,F
Lavinia Tanasie,,ROU,,F
Sofiia Paladi,,UKR,,F
Vasilisa Belonog,,RUS,,F
Divine Dasam Nweke,,DEN,,F
Sofiia Mykhailets,,UKR,,F
Palina Saulevich,,BLR,,F
Sarah Hamner,,USA,,F
Madison Sieg,R,USA,,F
Brooklyn Olson,,USA,,F
Mckenna Schaefbauer,,USA,,F
Abigail Forbes,,USA,,F
Qavia Lopez,,USA,,F
Grace Schumacher,,AUS,,F
Ellen Shanahan,,AUS,,F
Andrea Dikosavljevic,R,AUS,,F
Lauren Nikoloski,,AUS,,F
Kiana Mokhtari,R,GBR,,F
Ella Nurkic,,AUS,,F
Mia Repac,,AUS,,F
Shanelle Iaconi,,AUS,,F
Jessie Culley,,AUS,,F
Lara Tovich,,AUS,,F
Lily Fairclough,,AUS,,F
Taylah Preston,,AUS,,F
Luna Jokanovic,,AUS,,F
Rhea Makesar,,AUS,,F
Madison Schwarz,,AUS,,F
Elana Nasr,,AUS,,F
Cydney Crumbie,,AUS,,F
Natalie Barbir,R,AUS,,F
Kelsey Lewis,,AUS,,F
Paola Ueno Dalmonico,,BRA,,F
Thamyrys Nicolle Costa Araujo,,BRA,,F
Katerina Dimitrova,,BUL,,F
Engy Abouelseoud,,EGY,,F
Stefania Pantaia,,ROU,,F
Dominika Talpova,,CZE,,F
Kenzy Abdelaal,,EGY,,F
Roaa Elatrebi,,EGY,,F
Zoi Meers,,BEL,,F
Melody Hefti,,SUI,,F
Dalia Sherif,,EGY,,F
Amelie Claire Montalvo Lundy,,MEX,,F
Tina Vlajic,R,SWE,,F
Diana Shnaider,L,RUS,,F
Violeta Martinez,,USA,,F
Cristina Pescucci,,ITA,,F
Athina Pitta,,GRE,,F
Klara Sameliak,,SVK,,F
Cyan Sun,,AUS,,F
Sara Dols,,ESP,,F
Andrea Redondo Gutierrez,,ESP,,F
Isabella Barrera Aguirre,,USA,,F
Freia Lawrence,R,GBR,,F
Paola Moreno Bautista,,ESP,,F
Milan Krish,,AUS,,F
Simona Karlsson Hantzis,,ESP,,F
Celine Simunyu,,IRL,,F
Raquel Gonzalez Vilar,,ESP,,F
Maria Berlanga Bandera,,ESP,,F
Nikita Liebkind,,FIN,,F
Carmen Juan Bru,,ESP,,F
Jana Rovira Alier,,ESP,,F
Jordina Font,,ESP,,F
Emily De Oliveira,,USA,,F
Paula Sanchez Rodriguez,,ESP,,F
Tabatha Suarez,,ESP,,F
Hannah Rylatt,,GBR,,F
Paula Rodriguez Gregoris,,ESP,,F
Clarine Lerby,,NED,,F
Hannah Read,,GBR,,F
Lidia Gonzalez,,ESP,,F
Lara Marco Mas,,ESP,,F
Weronika Baszak,,POL,,F
Elisabeth Iila,,EST,,F
Marion Deloziere,,FRA,,F
Maja Issler,,GER,,F
Marisa Schmidt,,GER,,F
Helena Spiridis,,AUS,,F
Odile Maesfranckx,,BEL,,F
Zaneta Malinovic,R,BIH,,F
Anca Alexia Todoni,,ROU,,F
Emma Penne,,ITA,,F
Marina Davtyan,R,ARM,,F
Melissa Landres,R,GUD,,F
Rashi Malviya,,IND,,F
Eleonora Alvisi,,ITA,,F
Alessia Piccoliori,,ITA,,F
Karen Tsutsumi,,JPN,,F
Satomi Hirano,,JPN,,F
Elza Tomase,,LAT,,F
Ana Paula Martinez Mora,,MEX,,F
Sabina Dadaciu,R,USA,,F
Madison Harrison,,USA,,F
Mary Stoiana,,USA,,F
Maria Nikitina,,RUS,,F
Katerina Petrova,,RUS,,F
Bo Luttikhuis,,NED,,F
Min Chae Kim,,NED,,F
Vivian Yang,,NZL,,F
Catherine Aulia,,AUS,,F
Emily Burns,R,AUS,,F
Shona Nakano,,NZL,,F
Sarah Weekley,,NZL,,F
Cadence Brace,,CAN,,F
Tamsin Hart,,RSA,,F
Sinazo Solani,,RSA,,F
Mbali Langa,,RSA,,F
Violetta Borodina,,RUS,,F
Darina Leonenko,,RUS,,F
Victoria Matasova,,RUS,,F
Petja Drame,,SLO,,F
Ana Mukic,L,CRO,,F
Anali Kocevar,,SLO,,F
Alja Belinger,,SLO,,F
Katarina Sopkova,,AUT,,F
Natasha Sengphrachanh,R,THA,,F
Yatawee Chimcham,,THA,,F
Natcharee Teerachodjiranon,,THA,,F
Angelina Daniukova,,RUS,,F
Cheri Darley,,GBR,,F
Fatima Ingrid Amartha Keita,,ROU,,F
Tara Katarina Milic,,SLO,,F
Tereza Dejnozkova,,CZE,,F
Daniela Jelinkova,,CZE,,F
Justine Bryson,R,CAN,,F
Annabela Da Assis Ferreira Brito,,BRA,,F
Justmin Da Costa,,INA,,F
Maria Fernanda Da Costa Dalcul,,BRA,,F
Camilla Fabbri,,ITA,,F
Leila Fabbri,,LUX,,F
Grazia Fabbrizi,,ITA,,F
Nora Gaal,,HUN,,F
Geetaarthi Sunaina Gaba,,IND,,F
Philippine Gabalda,,FRA,,F
Gayoung Ha,,KOR,,F
Kaitlyn Ha,,CAN,,F
Sun Min Ha,,KOR,,F
Meryem Jaaidan,,MAR,,F
Sanskruti Jaangle,,IND,,F
Eija Jaatinen,,FIN,,F
Farkhanda Jabeen,,PAK,,F
Anna Kabanova,,RUS,,F
Ekaterina Kabanova,,RUS,,F
Noemi La Cagnina,,ITA,,F
Bruna Casasampere Escoda,,ESP,,F
Gozde Turhan,,TUR,,F
Carol Plakk,,EST,,F
Selin Lidya Sepken,,TUR,,F
Natalia Mora Ballo,,ESP,,F
Ioana Dumitrescu,,ROU,,F
Eda Numanoglu,,TUR,,F
Inga Komleva,,RUS,,F
Marina Magai,,RUS,,F
Jizel Matos Sequeira Fernandes,,GBR,,F
Laura Beresova,,SVK,,F
Senem Ocal,,TUR,,F
Kristina Voronina,,RUS,,F
Lara Onal,,TUR,,F
Andrea Nova,,CZE,,F
Zeynep Bademci,,TUR,,F
Silvia Maria Costache,,ROU,,F
Sultan Gonen,R,TUR,,F
Viktoria Veleva,,BUL,,F
Mubarak Shannan Zayid,,QAT,,M
Jabor Al Mutawa,,QAT,,M
Mousa Shanan Zayed,,QAT,,M
Gabriel Donev,R,BUL,,M
Preston Brown,,USA,,M
Mateus De Carvalho Cardoso Alves,R,BRA,,M
Natan Rodrigues,,BRA,,M
Juan Alejandro Hernandez Serrano,R,MEX,,M
Florent Diep,,FRA,,M
Jorge Plans,,ESP,,M
John Hallquist Lithen,L,SWE,,M
Admir Kalender,,CRO,,M
Moritz Thiem,R,AUT,,M
James Cerretani,L,USA,185,M
Nicholas Alexander Reyes,R,USA,,M
Zhao Zhao,R,CHN,,M
Arnaud Bovy,L,BEL,,M
Darija Jurak,R,CRO,,F
Simon Yitbarek,,SWE,,M
Juan Lugo,R,VEN,,M
Sebastian Dominguez,,GUA,,M
Franz Luna Lavidalie,R,GUA,,M
Juan Borba,R,PAR,,M
Alberto Emmanuel Alvarado Larin,,ESA,,M
Kyle Johnson,R,USA,,M
Fitriadi M Rifqi,R,INA,,M
Kasidit Samrej,R,THA,,M
Chak Lam Coleman Wong,R,HKG,,M
Pak Long Yeung,R,HKG,,M
Wai Yu Kai,R,HKG,,M
Finn Reynolds,L,NZL,,M
Nicholas Monroe,R,USA,178,M
Abigail Spears,R,USA,,F
Xavier Lawrence,,BAR,,M
Minjong Park,,KOR,,M
Peter August Anker,R,NOR,,M
Rafael Eduardo Gonzalez Retana,R,ESA,,M
Ainius Sabaliauskas,,LTU,,M
Mohsen Hossein Zade,,IRI,,M
Amir Hossein Badi,R,IRI,,M
Michel Saade,,LIB,,M
Jad Ballout,,TPE,,M
Muhammad Althaf Dhaifullah,R,INA,,M
Anthony Susanto,R,INA,,M
Alex Diaz,,PUR,,M
Christophe Tholl,,LUX,,M
Yasitha De Silva,,SRI,,M
Alex Fairbanks,R,SRI,,M
Gary Kushnirovich,,USA,,M
Boris Kozlov,,USA,,M
Alejandro Hernandez,R,MEX,180,M
Alan Fernando Rubio Fierros,,MEX,,M
Arantxa Parra Santonja,R,ESP,,F
Tristan Boyer,R,USA,,M
Muzammil Murtaza,R,PAK,,M
Christoffer Konigsfeldt,R,DEN,,M
Chun Hun Wong,R,HKG,,M
Mark Chigaazira,R,ZIM,,M
Soufiane El Mesbahi,R,MAR,,M
Yassir Kilani,R,MAR,,M
Brandon Perez,L,VEN,,M
Ismail Saadi,R,MAR,,M
Amaury Delmas,,FRA,,M
Mert Alkaya,,TUR,,M
Miguel Semmler,R,ESP,,M
Demi Schuurs,R,NED,,F
Koray Kirci,,TUR,,M
George Loffhagen,R,GBR,,M
Holly Fischer,,GBR,,F
Matthias Haim,R,AUT,,M
Darko Bojanovic,R,BIH,,M
Boris Fassbender,R,FRA,,M
Yanin Wisitwarapron,R,THA,,F
Taysia Rogers,R,USA,,F
Florencia Sofia Galdo,,ARG,,F
Maria Pereyra Sellart,R,ARG,,F
Paulina Ailin Sainz,,ARG,,F
Ornella Caron,R,ARG,,F
Dana Ferreyra,,ARG,,F
Azul Agustina Pedemonti,,ARG,,F
Candela Bonivardi,,ARG,,F
Mariam Bayatyan,R,ARM,,F
Maria Emilia Alfaro,,ARG,,F
Baijing Lin,R,AUS,,F
Aleksa Cveticanin,R,AUS,,F
Anne Marie Medcalf,,AUS,,F
Binasa Beslagic,R,AUS,,F
Radina Rakic,R,AUT,,F
Jasmin Buchta,,AUT,,F
Lisa Marie Lausecker,,AUT,,F
Louise Wittouck,,BEL,,F
Celine El Ghali,,BEL,,F
Mia Jurasic,R,CRO,,F
Valentina Likic,,GER,,F
Lizaveta Artsiomenka,,BLR,,F
Polina Pekhova,R,BLR,,F
Ekaterina Trashchenko,,RUS,,F
Georgia Gulin,,BRA,,F
Isabela Campos Bifano,,BRA,,F
Luiza Fullana,,BRA,,F
Maria Silva,R,BRA,,F
Sthefanie Santos,,BRA,,F
Soizette Simmons,R,TTO,,F
Vivian Mayumi Toma,,BRA,,F
Amanda Andrade Silva,,BRA,,F
Louise Reis De Campos,R,BRA,,F
Sophia Chow,,BRA,,F
Julia Candiotto,,BRA,,F
Giulia Spicacci,,BRA,,F
Priscila Janikian,,BRA,,F
Debora Janjulio Braga De Souza,,BRA,,F
Caroline Furlaneto,,BRA,,F
Victoria Ocheva,R,BUL,,F
Ramona Eva Chivu,,ROU,,F
Erin Larner,,USA,,F
Jessie Jiaxin Gong,,CAN,,F
Imani Graham,,USA,,F
Stephanie Luk,R,USA,,F
Pascalle Thenoux Acuna,,CHI,,F
Ignacia Marin,,CHI,,F
Andrea Duva,R,USA,,F
Florencia Massardo Brain,,CHI,,F
Michelle Los Arcos Balasch,,VEN,,F
Maria Virginia Bosch,R,ARG,,F
Kimika Sakata,R,JPN,,F
Jiahe Cai,,CHN,,F
Lixin Wang,,CHN,,F
Yue Yu,,CHN,,F
Lin Ma,,CHN,,F
Keyi Zhou,,CHN,,F
Yufei Long,,CHN,,F
Rui Jie Jiang,,CHN,,F
Claudia Marcela Silva Aragon,,COL,,F
Andrea Ternera,R,COL,,F
Erika Sofia Gonzalez,R,COL,,F
Nicole Bueno Sandoval,,COL,,F
Natalie Suk,,USA,,F
Barbora Kollarova,R,SVK,,F
Renata Ivandic,R,BIH,,F
Katerina Koci,,CZE,,F
Hana Pektorova,,CZE,,F
Beata Havlickova,,CZE,,F
Adela Dorreova,,CZE,,F
Duda Ewa,,POL,,F
Tania Lea Aizenman Sanchez,,CRC,,F
Paula Andrea Puentes Jimenez,R,COL,,F
Yamile Fors Guerra,,CUB,,F
Maria Gomez,R,ECU,,F
Danika Gerner,R,USA,,F
Juliana Jose Parra Gomez,,COL,,F
Ana Paula Jimenez Coello,,ECU,,F
Francesca Lilliegren,,ECU,,F
Dalia Ahmed,,EGY,,F
Rowan Arafat,,EGY,,F
Sara El Ghazouly,R,EGY,,F
Natasha Yonan,R,USA,,F
Jana Jais,,GER,,F
Maxine Palmen,,NED,,F
Daryna Gukasyan,,UKR,,F
Nadia Van Heerden,,RSA,,F
Swara Kulkarni,,IND,,F
Natascha Kennis,R,NED,,F
Giulia Cerutti,,ITA,,F
Janina Geiss,,GER,,F
Sherry Sherry Ayad Abd Elmalek Wassef,,EGY,,F
Celine Kern,,SUI,,F
Viktoria Glotova,,RUS,,F
Ziyu Wang,R,CHN,,F
Mariagiovanna Nanti,R,ITA,,F
Krishnali Bhonsle,R,IND,,F
Agnes Ornella Biba,,CMR,,F
Alena Yurchenko,R,RUS,,F
Adele Diana Biba,,CMR,,F
Dhwani Kumar,,IND,,F
Elena De Santis,,ITA,,F
Dominique Chante Mclean,R,GBR,,F
Zi Yi Wang,,CHN,,F
Anastasiya Khrustaleva,,RUS,,F
Isolde De Jong,,NED,,F
Marta Gonzalez Ballbe,R,ESP,,F
Mikaela Martinez,R,USA,,F
Fiona Arrese Mata,,ESP,,F
Itxaso Blanco Fernandez De Leceta,,ESP,,F
Isabel Iglesias Prieto,,ESP,,F
Elena Cerezo Codina,,ESP,,F
Marta Cuevas Guerrero,R,ESP,,F
Carlota Martin Santana,R,ESP,,F
Jordan Ortega Mendez,,ESP,,F
Maria Obispo Carretero,,ESP,,F
Hadil Nazih,,MAR,,F
Ana Maria Gonzalez Ruiz,,ESP,,F
Laura Pellicer Perello,,ESP,,F
Gabriela Martinez Asensi,,ESP,,F
Francescamaria Pannarale,,ITA,,F
Ester Valles Pinol,,ESP,,F
Tomoe Yazawa,,JPN,,F
Mila Saric,,SRB,,F
Alisiya Soto,,RUS,,F
Anna Shepita,R,RUS,,F
Tuule Tani,,EST,,F
Nelly Mezan,,SWE,,F
Peppi Ramstedt,,FIN,,F
Saana Saarteinen,,FIN,,F
Emma Eerola,,FIN,,F
Ann Sophie Porry,,FRA,,F
Taylor Bridges,R,USA,,F
Camille Cheli,R,FRA,,F
Jenny Jullien,,FRA,,F
Agnes Brun,,FRA,,F
Camille Maisonnave,,FRA,,F
Julie Bousseau,,FRA,,F
Ana Oparenovic,,SLO,,F
Fiona Gervais,,FRA,,F
Lillian Mould,,GBR,,F
Isabelle Hearnshaw,,GBR,,F
Lauren Bishop,R,GBR,,F
Kira Reuter,,GBR,,F
Lily Ghodrati,,GBR,,F
Nini Guensler,R,USA,,F
Tinatin Kavlashvili,R,GEO,,F
Anna Kalabukhova,,USA,,F
Anastasia Bovolskaya,,RUS,,F
Ana Akhalkatsi,,GEO,,F
Maria Tyrina,R,RUS,,F
Janna Hildebrand,R,GER,,F
Dagmar Zdrubecka,L,CZE,,F
Birte Langenstein,,GER,,F
Inasse Hamouti,R,FRA,,F
Hristina Djokic,,SRB,,F
Afroditi Tzanopoulou,,GRE,,F
Marily Canellopoulos,R,GRE,,F
Jana Boubelikova,R,CZE,,F
Angeliki Kairi,R,GRE,,F
Eirini Kontaki,,GRE,,F
Magda Tomazani,,GRE,,F
Francesca Dorothea Ciutescu,,ROU,,F
Emma Lioi,,ITA,,F
Yan Tung Ki,R,HKG,,F
Chunxi Xin,,CHN,,F
Hei Ching Claudia Ng,,HKG,,F
Timea Visontai,R,HUN,,F
Prakriti Banwani,R,IND,,F
Himani Mor,,IND,,F
Riddhi Ramesh Sharma,,IND,,F
Sara Yadav,,IND,,F
Shivani Manjanna,,IND,,F
Harshita Chugh,,IND,,F
Advaitas Saravanan,R,IND,,F
Salsa Aher,L,IND,,F
Shivani Swarup Ingle,,IND,,F
Maya Jansen,,USA,,F
Ganeshi Aniya,,IND,,F
Neta Berman,,ISR,,F
Helena Jansen Figueras,,ESP,,F
Tereza Svecova,R,CZE,,F
Caragh Courtney,,IRL,,F
Vered Bert,R,ISR,,F
Gaya Solomon,,ISR,,F
Nitzan Bruner,,ISR,,F
Shoval Fanani,,ISR,,F
Stephanie Belovukovic,,AUS,,F
Adi Spiegelman,,ISR,,F
Chiara Fermi,,ITA,,F
Virginia Eliana Tica,R,ROU,,F
Carolina Pillot,R,ITA,,F
Caitlyn Williams,,USA,,F
Annalisa Molino,,ITA,,F
Anna Maria Kalavska,,CZE,,F
Nina Nikprelevic,,USA,,F
Angela Rinaldi,R,CRO,,F
Ana Stefanovic,,FRA,,F
Alessia Dauria,R,ITA,,F
Chiara Giaquinta,R,ITA,,F
Benedetta Prato,,ITA,,F
Beatrice Caruso,R,ITA,,F
Alessia Bianchi,,ITA,,F
Klara Skopac,,CRO,,F
Kristina Tina Godec,,SLO,,F
Anna Speri,,ITA,,F
Francesca Bonometti,,ITA,,F
Camilla Diez,,ITA,,F
Jeannine Hopfgartner,,ITA,,F
Sumina Eshiro,,JPN,,F
Hayaka Murase,,JPN,,F
Yumeko Yoshitomi,,JPN,,F
Miki Ukai,,JPN,,F
Kimiko Date Krumm,R,JPN,163,F
Suzuka Takoi,,JPN,,F
Yuki Ukai,,JPN,,F
Mahiro Date,,JPN,,F
Yuika Sano,,JPN,,F
Yuki Ando,,JPN,,F
Ryoko Ikeda,,JPN,,F
Yuna Saito,,JPN,,F
Aoi Ishino,R,JPN,,F
Rion Itaya,,JPN,,F
Momoko Nishio,,JPN,,F
Yuzuka Shimizu,,JPN,,F
Nagisa Suzuki,,JPN,,F
Milana Lysova,R,KAZ,,F
Gaini Ibrasheva,,KAZ,,F
Hyejin Lee,,KOR,,F
Mi Jeong Kwon,,KOR,,F
Sujin Yoon,,KOR,,F
Hae Jin Jeong,,KOR,,F
Ye Ji Mun,,KOR,,F
Seunghyun Lee,,KOR,,F
Ha Eun Lim,,KOR,,F
Jimin Kwon,,KOR,,F
Anna Maria Hayek,,LBN,,F
Eva Kovaleva,L,RUS,,F
Daria Walczak,R,POL,,F
Sara Zeineddine,R,CAN,,F
Elizaveta Grinko,,RUS,,F
Abla El Kadri,,MAR,,F
Lilya Hadab,,MAR,,F
Hajar Hssine,,MAR,,F
Hiba El Khalifi,R,MAR,,F
Zainab Bendahhou,,MAR,,F
Saara Aerila,,FIN,,F
Lamyae Dad,R,MAR,,F
Lizette Reding,R,MEX,,F
Teodora Mitrovic,,SRB,,F
Antonia Balzert,,GER,,F
