tourney_id,sex,draw_size,tourney_level
2016-2120,M,32.0,C
2016-2151,M,32.0,C
2016-2205,M,32.0,C
2016-2273,M,32.0,C
2016-2278,M,32.0,C
2016-3350,M,32.0,C
2016-3351,M,32.0,C
2016-3406,M,32.0,C
2016-3463,M,32.0,C
2016-3473,M,32.0,C
2016-3618,M,32.0,C
2016-3626,M,32.0,C
2016-3627,M,32.0,C
2016-3628,M,32.0,C
2016-3824,M,32.0,C
2016-3834,M,32.0,C
2016-3945,M,32.0,C
2016-3967,M,32.0,C
2016-3994,M,32.0,C
2016-4012,M,32.0,C
2016-4042,M,32.0,C
2016-5014,M,64.0,M
2016-5016,M,32.0,C
2016-5047,M,32.0,C
2016-5049,M,32.0,C
2016-5057,M,32.0,C
2016-5067,M,32.0,C
2016-5069,M,32.0,C
2016-6014,M,32.0,C
2016-6055,M,32.0,C
2016-6114,M,32.0,C
2016-6116,M,32.0,A
2016-6120,M,32.0,A
2016-6156,M,32.0,C
2016-6204,M,32.0,C
2016-6239,M,32.0,C
2016-6242,M,64.0,A
2016-6244,M,32.0,C
2016-6250,M,32.0,C
2016-6256,M,32.0,C
2016-6284,M,32.0,C
2016-6307,M,32.0,C
2016-6313,M,32.0,C
2016-6486,M,32.0,C
2016-6490,M,32.0,C
2016-6492,M,32.0,C
2016-6572,M,32.0,C
2016-6579,M,32.0,C
2016-6590,M,32.0,C
2016-6757,M,32.0,C
2016-6787,M,32.0,C
2016-6795,M,32.0,C
2016-6809,M,32.0,C
2016-6857,M,32.0,C
2016-6865,M,32.0,C
2016-6911,M,32.0,C
2016-6961,M,32.0,C
2016-6963,M,32.0,C
2016-6965,M,32.0,C
2016-6967,M,32.0,A
2016-7004,M,32.0,C
2016-7009,M,32.0,C
2016-7011,M,32.0,C
2016-7015,M,32.0,C
2016-7021,M,32.0,C
2016-7025,M,32.0,C
2016-7027,M,32.0,C
2016-7073,M,32.0,C
2016-7077,M,32.0,C
2016-7083,M,32.0,C
2016-7085,M,32.0,C
2016-7093,M,32.0,C
2016-7095,M,32.0,C
2016-7100,M,32.0,C
2016-7121,M,32.0,C
2016-7161,M,32.0,A
2016-7163,M,32.0,A
2016-7182,M,32.0,C
2016-7201,M,32.0,C
2016-7203,M,32.0,C
2016-7205,M,32.0,C
2016-7235,M,32.0,C
2016-7237,M,32.0,C
2016-7239,M,32.0,C
2016-7243,M,32.0,C
2016-7247,M,32.0,C
2016-7288,M,32.0,C
2016-7290,M,32.0,A
2016-7293,M,32.0,C
2016-7295,M,32.0,C
2016-7297,M,32.0,C
2016-7316,M,32.0,C
2016-7318,M,32.0,C
2016-7333,M,32.0,C
2016-7335,M,32.0,C
2016-7339,M,32.0,C
2016-7341,M,32.0,C
2016-7343,M,32.0,C
2016-7345,M,32.0,C
2016-7347,M,32.0,C
2016-7351,M,32.0,C
2016-7353,M,32.0,C
2016-7389,M,32.0,C
2016-7391,M,32.0,C
2016-7393,M,32.0,C
2016-7395,M,32.0,C
2016-7397,M,32.0,C
2016-7434,M,32.0,A
2016-7436,M,32.0,C
2016-7438,M,32.0,C
2016-7440,M,32.0,C
2016-7442,M,32.0,C
2016-7474,M,32.0,C
2016-7480,M,32.0,A
2016-7482,M,32.0,C
2016-7485,M,32.0,A
2016-7490,M,32.0,C
2016-7492,M,32.0,C
2016-7494,M,32.0,C
2016-7496,M,32.0,C
2016-7498,M,32.0,C
2016-7536,M,32.0,C
2016-7540,M,32.0,C
2016-7542,M,32.0,C
2016-7553,M,32.0,C
2016-7555,M,32.0,C
2016-7557,M,32.0,C
2016-7559,M,32.0,C
2016-7561,M,32.0,C
2016-7563,M,32.0,C
2016-7581,M,32.0,A
2016-7584,M,32.0,C
2016-7586,M,32.0,C
2016-7614,M,32.0,C
2016-7664,M,32.0,C
2016-9001,M,32.0,C
2016-9003,M,32.0,C
2016-9005,M,32.0,C
2016-9028,M,32.0,C
2016-M053,M,32.0,C
2016-M055,M,32.0,C
2017-0083,M,32.0,C
2017-0091,M,32.0,C
2017-0213,M,32.0,C
2017-0221,M,32.0,C
2017-0228,M,32.0,C
2017-0252,M,32.0,C
2017-0301,M,32.0,A
2017-0308,M,32.0,A
2017-0311,M,32.0,A
2017-0314,M,32.0,A
2017-0315,M,32.0,A
2017-0316,M,32.0,A
2017-0319,M,32.0,A
2017-0321,M,32.0,A
2017-0322,M,32.0,A
2017-0328,M,32.0,A
2017-0329,M,32.0,A
2017-0337,M,32.0,A
2017-0341,M,32.0,A
2017-0352,M,64.0,M
2017-0360,M,32.0,A
2017-0363,M,32.0,C
2017-0375,M,32.0,A
2017-0398,M,32.0,C
2017-0402,M,32.0,A
2017-0407,M,32.0,A
2017-0410,M,64.0,M
2017-0414,M,32.0,A
2017-0421,M,64.0,M
2017-0425,M,64.0,A
2017-0429,M,32.0,A
2017-0439,M,32.0,A
2017-0444,M,32.0,C
2017-0447,M,32.0,C
2017-0448,M,32.0,C
2017-0451,M,32.0,A
2017-0460,M,32.0,C
2017-0467,M,32.0,C
2017-0495,M,32.0,A
2017-0496,M,32.0,A
2017-0499,M,32.0,A
2017-0500,M,32.0,A
2017-0506,M,32.0,A
2017-0526,M,32.0,C
2017-0533,M,32.0,A
2017-0544,M,32.0,C
2017-0558,M,32.0,C
2017-0568,M,32.0,A
2017-0586,M,32.0,C
2017-0600,M,32.0,C
2017-0603,M,32.0,C
2017-0637,M,32.0,C
2017-0670,M,32.0,C
2017-0686,M,32.0,C
2017-0692,M,32.0,C
2017-0695,M,32.0,C
2017-0717,M,32.0,A
2017-0783,M,32.0,C
2017-0784,M,32.0,C
2017-0786,M,32.0,C
2017-0854,M,32.0,C
2017-0877,M,32.0,C
2017-0891,M,32.0,A
2017-1539,M,32.0,C
2017-1607,M,32.0,C
2017-1741,M,32.0,C
2017-1743,M,32.0,C
2017-1763,M,32.0,C
2017-1768,M,32.0,C
2017-1796,M,32.0,C
2017-1797,M,32.0,C
2017-2120,M,32.0,C
2017-2151,M,32.0,C
2017-2205,M,32.0,C
2017-2273,M,32.0,C
2017-2278,M,32.0,C
2017-3351,M,32.0,C
2017-3406,M,32.0,C
2017-3463,M,32.0,C
2017-3473,M,32.0,C
2017-3503,M,32.0,C
2017-3618,M,32.0,C
2017-3626,M,32.0,C
2017-3627,M,32.0,C
2017-3824,M,32.0,C
2017-3834,M,32.0,C
2017-3945,M,32.0,C
2017-3967,M,32.0,C
2017-4012,M,32.0,C
2017-4042,M,32.0,C
2017-5014,M,64.0,M
2017-5016,M,32.0,C
2017-5018,M,32.0,C
2017-5047,M,32.0,C
2017-5049,M,32.0,C
2017-5057,M,32.0,C
2017-5067,M,32.0,C
2017-5069,M,32.0,C
2017-6055,M,32.0,C
2017-6116,M,32.0,A
2017-6156,M,32.0,C
2017-6204,M,32.0,C
2017-6239,M,32.0,C
2017-6242,M,64.0,A
2017-6284,M,32.0,C
2017-6307,M,32.0,C
2017-6313,M,32.0,C
2017-6486,M,32.0,C
2017-6490,M,32.0,C
2017-6572,M,32.0,C
2017-6579,M,32.0,C
2017-6590,M,32.0,C
2017-6626,M,32.0,C
2017-6708,M,32.0,C
2017-6757,M,32.0,C
2017-6787,M,32.0,C
2017-6795,M,32.0,C
2017-6809,M,32.0,C
2017-6857,M,32.0,C
2017-6865,M,32.0,C
2017-6911,M,32.0,C
2017-6932,M,32.0,A
2017-6963,M,32.0,C
2017-6967,M,32.0,A
2017-7004,M,32.0,C
2017-7009,M,32.0,C
2017-7011,M,32.0,C
2017-7015,M,32.0,C
2017-7021,M,32.0,C
2017-7073,M,32.0,C
2017-7083,M,32.0,C
2017-7085,M,32.0,C
2017-7100,M,32.0,C
2017-7121,M,32.0,C
2017-7161,M,32.0,A
2017-7163,M,32.0,A
2017-7182,M,32.0,C
2017-7201,M,32.0,C
2017-7203,M,32.0,C
2017-7205,M,32.0,C
2017-7235,M,32.0,C
2017-7288,M,32.0,C
2017-7290,M,32.0,A
2017-7297,M,32.0,C
2017-7316,M,32.0,C
2017-7318,M,32.0,C
2017-7333,M,32.0,C
2017-7339,M,32.0,C
2017-7341,M,32.0,C
2017-7343,M,32.0,C
2017-7345,M,32.0,C
2017-7347,M,32.0,C
2017-7351,M,32.0,C
2017-7353,M,32.0,C
2017-7387,M,32.0,C
2017-7389,M,32.0,C
2017-7391,M,32.0,C
2017-7393,M,32.0,C
2017-7395,M,32.0,C
2017-7397,M,32.0,C
2017-7434,M,32.0,A
2017-7438,M,32.0,C
2017-7440,M,32.0,C
2017-7480,M,32.0,A
2017-7485,M,32.0,A
2017-7490,M,32.0,C
2017-7494,M,32.0,C
2017-7496,M,32.0,C
2017-7536,M,32.0,C
2017-7540,M,32.0,C
2017-7542,M,32.0,C
2017-7555,M,32.0,C
2017-7557,M,32.0,C
2017-7581,M,32.0,A
2017-7584,M,32.0,C
2017-7586,M,32.0,C
2017-7648,M,32.0,A
2017-7650,M,32.0,A
2017-7652,M,32.0,C
2017-7694,M,32.0,A
2017-7697,M,32.0,C
2017-7699,M,32.0,C
2017-7701,M,32.0,C
2017-7703,M,32.0,C
2017-7705,M,32.0,C
2017-7707,M,32.0,C
2017-7736,M,32.0,C
2017-7740,M,32.0,C
2017-7742,M,32.0,C
2017-7746,M,32.0,C
2017-7772,M,32.0,C
2017-7774,M,32.0,C
2017-7776,M,32.0,C
2017-7783,M,32.0,C
2017-7791,M,32.0,C
2017-7793,M,32.0,C
2017-7795,M,32.0,C
2017-7797,M,32.0,C
2017-7808,M,32.0,C
2017-7810,M,32.0,C
2017-9001,M,32.0,C
2017-9003,M,32.0,C
2017-9005,M,32.0,C
2017-9028,M,32.0,C
2017-0808,F,8.0,F
2017-1081,F,12.0,F
2017-W-FC-2017-G1-AM-A-M-BOL-VEN-01,F,2.0,D
2017-W-FC-2017-G1-AM-A-M-CAN-BOL-01,F,2.0,D
2017-W-FC-2017-G1-AM-A-M-CAN-PAR-01,F,2.0,D
2017-W-FC-2017-G1-AM-A-M-CAN-VEN-01,F,2.0,D
2017-W-FC-2017-G1-AM-A-M-PAR-BOL-01,F,2.0,D
2017-W-FC-2017-G1-AM-A-M-PAR-VEN-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-ARG-BRA-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-ARG-CHI-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-ARG-COL-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-ARG-MEX-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-BRA-CHI-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-BRA-COL-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-BRA-MEX-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-COL-CHI-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-MEX-CHI-01,F,2.0,D
2017-W-FC-2017-G1-AM-B-M-MEX-COL-01,F,2.0,D
2017-W-FC-2017-G1-AM-PP3-4-PAR-ARG-01,F,2.0,D
2017-W-FC-2017-G1-AM-PPO-CAN-CHI-01,F,2.0,D
2017-W-FC-2017-G1-AM-REL-BOL-BRA-01,F,2.0,D
2017-W-FC-2017-G1-AM-REL-VEN-MEX-01,F,2.0,D
2017-W-FC-2017-G1-AO-A-M-KAZ-KOR-01,F,2.0,D
2017-W-FC-2017-G1-AO-A-M-THA-KAZ-01,F,2.0,D
2017-W-FC-2017-G1-AO-A-M-THA-KOR-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-CHN-IND-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-CHN-JPN-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-CHN-PHI-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-IND-PHI-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-JPN-IND-01,F,2.0,D
2017-W-FC-2017-G1-AO-B-M-JPN-PHI-01,F,2.0,D
2017-W-FC-2017-G1-AO-PP3-4-CHN-KOR-01,F,2.0,D
2017-W-FC-2017-G1-AO-PPO-KAZ-JPN-01,F,2.0,D
2017-W-FC-2017-G1-AO-REL-THA-PHI-01,F,2.0,D
2017-W-FC-2017-G1-EPA-A-M-GEO-AUT-01,F,2.0,D
2017-W-FC-2017-G1-EPA-A-M-POL-AUT-01,F,2.0,D
2017-W-FC-2017-G1-EPA-A-M-POL-GEO-01,F,2.0,D
2017-W-FC-2017-G1-EPA-B-M-CRO-BIH-01,F,2.0,D
2017-W-FC-2017-G1-EPA-B-M-CRO-HUN-01,F,2.0,D
2017-W-FC-2017-G1-EPA-B-M-HUN-BIH-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-GBR-LAT-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-GBR-POR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-GBR-TUR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-LAT-POR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-TUR-LAT-01,F,2.0,D
2017-W-FC-2017-G1-EPA-C-M-TUR-POR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-BUL-EST-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-ISR-BUL-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-ISR-EST-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-SRB-BUL-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-SRB-EST-01,F,2.0,D
2017-W-FC-2017-G1-EPA-D-M-SRB-ISR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-PP5-8-AUT-EST-01,F,2.0,D
2017-W-FC-2017-G1-EPA-PP5-8-HUN-LAT-01,F,2.0,D
2017-W-FC-2017-G1-EPA-PPO-CRO-GBR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-PPO-POL-SRB-01,F,2.0,D
2017-W-FC-2017-G1-EPA-REL-BIH-POR-01,F,2.0,D
2017-W-FC-2017-G1-EPA-REL-GEO-ISR-01,F,2.0,D
2017-W-FC-2017-G2-AM-A-M-ECU-CUB-01,F,2.0,D
2017-W-FC-2017-G2-AM-A-M-ECU-URU-01,F,2.0,D
2017-W-FC-2017-G2-AM-A-M-URU-CUB-01,F,2.0,D
2017-W-FC-2017-G2-AM-B-M-DOM-BAR-01,F,2.0,D
2017-W-FC-2017-G2-AM-B-M-GUA-BAR-01,F,2.0,D
2017-W-FC-2017-G2-AM-B-M-GUA-DOM-01,F,2.0,D
2017-W-FC-2017-G2-AM-C-M-PUR-HON-01,F,2.0,D
2017-W-FC-2017-G2-AM-C-M-PUR-TTO-01,F,2.0,D
2017-W-FC-2017-G2-AM-C-M-TTO-HON-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-BAH-PAN-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-CRC-BAH-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-CRC-PAN-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-PER-BAH-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-PER-CRC-01,F,2.0,D
2017-W-FC-2017-G2-AM-D-M-PER-PAN-01,F,2.0,D
2017-W-FC-2017-G2-AM-PP5-8-CUB-TTO-01,F,2.0,D
2017-W-FC-2017-G2-AM-PP5-8-DOM-CRC-01,F,2.0,D
2017-W-FC-2017-G2-AM-PP9-12-BAR-BAH-01,F,2.0,D
2017-W-FC-2017-G2-AM-PP9-12-URU-HON-01,F,2.0,D
2017-W-FC-2017-G2-AM-PPO-ECU-PUR-01,F,2.0,D
2017-W-FC-2017-G2-AM-PPO-GUA-PER-01,F,2.0,D
2017-W-FC-2017-G2-AO-A-M-TKM-NZL-01,F,2.0,D
2017-W-FC-2017-G2-AO-A-M-UZB-NZL-01,F,2.0,D
2017-W-FC-2017-G2-AO-A-M-UZB-TKM-01,F,2.0,D
2017-W-FC-2017-G2-AO-B-M-HKG-IRI-01,F,2.0,D
2017-W-FC-2017-G2-AO-B-M-HKG-POC-01,F,2.0,D
2017-W-FC-2017-G2-AO-B-M-POC-IRI-01,F,2.0,D
2017-W-FC-2017-G2-AO-C-M-MAS-PAK-01,F,2.0,D
2017-W-FC-2017-G2-AO-C-M-SGP-MAS-01,F,2.0,D
2017-W-FC-2017-G2-AO-C-M-SGP-PAK-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-INA-KGZ-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-INA-SRI-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-INA-TJK-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-KGZ-TJK-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-SRI-KGZ-01,F,2.0,D
2017-W-FC-2017-G2-AO-D-M-SRI-TJK-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP1-4-HKG-MAS-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP1-4-UZB-HKG-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP1-4-UZB-INA-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP5-8-NZL-SRI-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP5-8-POC-SGP-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP9-12-IRI-PAK-01,F,2.0,D
2017-W-FC-2017-G2-AO-PP9-12-TKM-TJK-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-NOR-SLO-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-RSA-NOR-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-RSA-SLO-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-SWE-NOR-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-SWE-RSA-01,F,2.0,D
2017-W-FC-2017-G2-EPA-A-M-SWE-SLO-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-DEN-EGY-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-DEN-LTU-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-DEN-LUX-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-EGY-LUX-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-LTU-EGY-01,F,2.0,D
2017-W-FC-2017-G2-EPA-B-M-LTU-LUX-01,F,2.0,D
2017-W-FC-2017-G2-EPA-PPO-DEN-SWE-01,F,2.0,D
2017-W-FC-2017-G2-EPA-PPO-SLO-LUX-01,F,2.0,D
2017-W-FC-2017-G2-EPA-REL-EGY-RSA-01,F,2.0,D
2017-W-FC-2017-G2-EPA-REL-NOR-LTU-01,F,2.0,D
2017-W-FC-2017-WG2-M-ROU-BEL-01,F,4.0,D
2017-W-FC-2017-WG2-M-RUS-TPE-01,F,4.0,D
2017-W-FC-2017-WG2-M-SVK-ITA-01,F,4.0,D
2017-W-FC-2017-WG2-M-UKR-AUS-01,F,4.0,D
2017-W-FC-2017-WG2-PO-AUS-SRB-01,F,4.0,D
2017-W-FC-2017-WG2-PO-CAN-KAZ-01,F,4.0,D
2017-W-FC-2017-WG2-PO-ITA-TPE-01,F,4.0,D
2017-W-FC-2017-WG2-PO-ROU-GBR-01,F,4.0,D
2017-W-FC-2017-WG-M-BLR-NED-01,F,4.0,D
2017-W-FC-2017-WG-M-BLR-SUI-01,F,4.0,D
2017-W-FC-2017-WG-M-CZE-ESP-01,F,4.0,D
2017-W-FC-2017-WG-M-CZE-USA-01,F,4.0,D
2017-W-FC-2017-WG-M-GER-USA-01,F,4.0,D
2017-W-FC-2017-WG-M-SUI-FRA-01,F,4.0,D
2017-W-FC-2017-WG-M-USA-BLR-01,F,4.0,D
2017-W-FC-2017-WG-PO-FRA-ESP-01,F,4.0,D
2017-W-FC-2017-WG-PO-GER-UKR-01,F,4.0,D
2017-W-FC-2017-WG-PO-NED-SVK-01,F,4.0,D
2017-W-FC-2017-WG-PO-RUS-BEL-01,F,4.0,D
2016-0808,F,8.0,F
2016-1081,F,12.0,F
2016-1088,F,32.0,I
2016-O16,F,64.0,O
2016-O16,M,64.0,A
2016-W-FC-2016-G1-AM-A-M-COL-BOL-01,F,2.0,D
2016-W-FC-2016-G1-AM-A-M-COL-MEX-01,F,2.0,D
2016-W-FC-2016-G1-AM-A-M-MEX-BOL-01,F,2.0,D
2016-W-FC-2016-G1-AM-A-M-PAR-BOL-01,F,2.0,D
2016-W-FC-2016-G1-AM-A-M-PAR-COL-01,F,2.0,D
2016-W-FC-2016-G1-AM-A-M-PAR-MEX-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-ARG-BRA-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-ARG-ECU-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-ARG-PER-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-BRA-ECU-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-BRA-PER-01,F,2.0,D
2016-W-FC-2016-G1-AM-B-M-ECU-PER-01,F,2.0,D
2016-W-FC-2016-G1-AM-PP3-4-MEX-BRA-01,F,2.0,D
2016-W-FC-2016-G1-AM-PPO-PAR-ARG-01,F,2.0,D
2016-W-FC-2016-G1-AM-REL-BOL-PER-01,F,2.0,D
2016-W-FC-2016-G1-AM-REL-COL-ECU-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-JPN-IND-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-JPN-THA-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-JPN-UZB-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-THA-IND-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-THA-UZB-01,F,2.0,D
2016-W-FC-2016-G1-AO-A-M-UZB-IND-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-CHN-KOR-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-CHN-TPE-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-KAZ-CHN-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-KAZ-KOR-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-KAZ-TPE-01,F,2.0,D
2016-W-FC-2016-G1-AO-B-M-KOR-TPE-01,F,2.0,D
2016-W-FC-2016-G1-AO-PP3-4-THA-CHN-01,F,2.0,D
2016-W-FC-2016-G1-AO-PP5-6-IND-KAZ-01,F,2.0,D
2016-W-FC-2016-G1-AO-PPO-JPN-TPE-01,F,2.0,D
2016-W-FC-2016-G1-AO-REL-UZB-KOR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-A-M-SWE-POR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-A-M-SWE-UKR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-A-M-UKR-POR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-B-M-GBR-GEO-01,F,2.0,D
2016-W-FC-2016-G1-EPA-B-M-GBR-RSA-01,F,2.0,D
2016-W-FC-2016-G1-EPA-B-M-GEO-RSA-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-CRO-EST-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-CRO-ISR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-CRO-TUR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-EST-ISR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-TUR-EST-01,F,2.0,D
2016-W-FC-2016-G1-EPA-C-M-TUR-ISR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-BEL-BUL-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-BEL-LAT-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-BUL-LAT-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-HUN-BEL-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-HUN-BUL-01,F,2.0,D
2016-W-FC-2016-G1-EPA-D-M-HUN-LAT-01,F,2.0,D
2016-W-FC-2016-G1-EPA-PP5-8-GEO-BUL-01,F,2.0,D
2016-W-FC-2016-G1-EPA-PP5-8-POR-CRO-01,F,2.0,D
2016-W-FC-2016-G1-EPA-PPO-BEL-GBR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-PPO-UKR-ISR-01,F,2.0,D
2016-W-FC-2016-G1-EPA-REL-RSA-HUN-01,F,2.0,D
2016-W-FC-2016-G1-EPA-REL-SWE-TUR-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-CHI-CRC-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-CHI-HON-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-CRC-HON-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-VEN-CHI-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-VEN-CRC-01,F,2.0,D
2016-W-FC-2016-G2-AM-A-M-VEN-HON-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-BAH-URU-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-DOM-BAH-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-DOM-GUA-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-DOM-PUR-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-DOM-URU-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-GUA-BAH-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-GUA-PUR-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-GUA-URU-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-PUR-BAH-01,F,2.0,D
2016-W-FC-2016-G2-AM-B-M-PUR-URU-01,F,2.0,D
2016-W-FC-2016-G2-AM-PP5-8-DOM-CRC-01,F,2.0,D
2016-W-FC-2016-G2-AM-PP5-8-HON-URU-01,F,2.0,D
2016-W-FC-2016-G2-AM-PPO-PUR-CHI-01,F,2.0,D
2016-W-FC-2016-G2-AM-PPO-VEN-GUA-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-HKG-BRN-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-HKG-IRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-HKG-POC-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-IRI-BRN-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-PHI-BRN-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-PHI-HKG-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-PHI-IRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-PHI-POC-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-POC-BRN-01,F,2.0,D
2016-W-FC-2016-G2-AO-A-M-POC-IRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-INA-KGZ-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-INA-MAS-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-INA-PAK-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-INA-SIN-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-INA-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-KGZ-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-MAS-KGZ-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-MAS-PAK-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-MAS-SIN-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-MAS-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-PAK-KGZ-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-PAK-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-SIN-KGZ-01,F,2.0,D
