fullname,hand,ioc,ht,sex
Pierre Delage,U,FRA,,M
Gianni Ross,R,USA,,M
Chukang Wang,U,CHN,,M
Hanyi Liu,U,CHN,,M
Rodrigo Sanchez,U,PER,,M
Pedro Iamachkine,U,PER,,M
Arklon Huertas Del Pino,U,PER,,M
Kengo Sasaki,U,JPN,,M
Naoto Kai,U,JPN,,M
Youlian Iakovlev,U,FRA,,M
Samuel Brosset,U,FRA,,M
Zvonimir Oreskovic,R,CRO,,M
Mike Urbanija,R,SLO,,M
Pavle Daljev,R,SRB,,M
Xinmu Zhou,U,UNK,,M
Ivan Kosec,U,SVK,,M
Burak Can Yilmaz,R,TUR,,M
Yash Chaurasia,R,IND,,M
Daisuke Sumizawa,U,JPN,,M
Peter Bertran,,DOM,,M
Dong Ju Kim,U,KOR,,M
Christian Langmo,U,USA,,M
Tadas Babelis,U,LTU,,M
Omni Kumar,U,USA,,M
Tom Evans,U,AUS,,M
Roman Andres Burruchaga,U,ARG,,M
Seita Watanabe,U,JPN,,M
Bastien Presuhn,U,GER,,M
Harry Wendelken,U,GBR,,M
Pedro Vives Marcos,R,ESP,,M
Imran Sibille,R,FRA,,M
Kousuke Ogura,U,JPN,,M
Maksim Tikhomirov,U,USA,,M
Robert Cash,U,USA,,M
Osman Torski,U,GER,,M
Aleksi Lofman,U,FIN,,M
Leevi Saatela,U,FIN,,M
Tomas Vanko,U,SVK,,M
Peter Makk,U,HUN,,M
Filippo Speziali,U,ITA,,M
Gabriele Bosio,U,ITA,,M
Yoav Schab,R,ISR,,M
Vivien Cabos,U,FRA,,M
Bekkhan Atlangeriev,U,RUS,,M
Herbert Jody Maginley,R,ANT,,M
Frank Barnett,U,USA,,M
Mohamed Abdel Aziz,U,EGY,,M
Sumit Sarkar,U,USA,,M
Leny Mitjana,R,FRA,,M
Yair Sarouk,U,ISR,,M
Shahar Elbaz,U,ISR,,M
Jason Kros,U,USA,,M
Alec Deckers,R,NED,,M
Stephan Fransen,R,NED,,M
Mikko Rouvala,U,FIN,,M
Alexander Knight,U,USA,,M
Mcclain Kessler,U,USA,,M
Paul Oosterbaan,U,USA,,M
Patrick Harper,U,AUS,,M
Leo Bresson,U,FRA,,M
Erik Chren,U,SVK,,M
Samuel Puskar,R,SVK,,M
Patryk Kosinski,U,POL,,M
Aleksander Woznicki,U,POL,,M
Mykyta Mashtakov,R,UKR,,M
Mikhail Balmashev,U,RUS,,M
Chris Harrison,U,USA,,M
Peter Goldsteiner,U,AUT,,M
Michael Cunningham,U,USA,,M
Daniel Paty,R,CZE,,M
Pietro Rimondini,U,USA,,M
Ludovico Cestarollo,U,ITA,,M
Francisco Dias,R,POR,,M
Arnau Dachs,U,ESP,,M
Christopher G Haworth,U,USA,,M
Diego Jose Manrique Velazquez,U,ESP,,M
Javier Ladron De Guevara Hi,U,ESP,,M
Jakub Wojcik,U,USA,,M
Filippo Mora,U,ITA,,M
Adam Nagoudi,U,TUN,,M
Mohamed Ali Bellalouna,U,TUN,,M
Igor Banicevic,U,SRB,,M
Marko Vujic,U,AUT,,M
Jae Hwan Kim,L,KOR,,M
Romain Bauvy,U,FRA,,M
Andrea Giallanza,U,ITA,,M
Giovanni Cozzolino,U,ITA,,M
Pierre Debrosse,U,FRA,,M
Steven Goh,R,AUS,,M
Julien Delaplane,U,FRA,,M
Bang Shuo Yin,U,TPE,,M
Hao Yuan Ng,R,SIN,,M
Philip Hjorth,U,DEN,,M
Pasquale De Giorgio,U,ITA,,M
Manfred Fellin,R,ITA,,M
Thomas Yaka Kofi Setodji,U,TOG,,M
Andrea Picchione,U,ITA,,M
Enrico Iannuzzi,R,ITA,,M
Sardor Ergashev,U,UZB,,M
Vorachon Rakpuangchon,R,THA,,M
Alessandro Ingarao,U,ITA,,M
Jared Pratt,U,USA,,M
Alexandre Rotsaert,R,USA,,M
Eduardo Agustin Torre,L,ARG,,M
Ivan Yatsuk,U,USA,,M
Manuel Bernard,U,ITA,,M
Seounghun Lee,U,KOR,,M
Joy Vigani,U,ITA,,M
Michael Ray Pallares Gonzalez,R,DOM,,M
Gabriel Ciro Da Silva,U,BRA,,M
Grant Solomon,R,USA,,M
Berk Ilkel,U,TUR,,M
Robert Damian Savin,U,ROU,,M
Cosmin Ontica,R,ROU,,M
Vullnet Tashi,R,SUI,,M
Mihnea Lorin Stefan Turcu,R,ROU,,M
Teppei Uesugi,U,JPN,,M
Patricio Betancourt Gonzalez,R,MEX,,M
Marc Castellana,R,FRA,,M
Robert Kjellberg,R,SWE,,M
Nick Cmager,R,SLO,,M
Anze Arh,U,SLO,,M
Filip Polasek,R,SVK,196,M
Martin Bugaj,U,CZE,,M
Roman Warias,U,GER,,M
Julien De Cuyper,U,FRA,,M
Maxime Pauwels,U,BEL,,M
Socrates Leon Tsoronis,R,AUS,,M
Jason Taylor,U,AUS,,M
Radomir Jovanovic,R,AUS,,M
Adam Taylor,R,GBR,,M
Michel Alexandre Fortin,R,CAN,,M
Vincent Verpeaux,U,FRA,,M
Edoardo Sardella,U,ITA,,M
Isaac Stoute,U,GBR,,M
Nicolas Brand,U,GER,,M
Junior Tavarez Pichardo,R,DOM,,M
Raphael Archambault Laurin,R,CAN,,M
Chih Chi Huang,R,CAN,,M
Ben Jones,R,GBR,,M
Tim Seibert,R,GER,,M
Matthew Segura,U,USA,,M
Itsuki Matsumoto,U,JPN,,M
Tamaki Yamao,U,JPN,,M
Young Hoon Jeong,U,KOR,,M
Francesco Garzelli,R,ITA,,M
Ugo Blanchet,U,FRA,,M
Marius Ruzgas,U,SWE,,M
Ozan Cildir,U,SWE,,M
Peter Sallay,R,HUN,,M
Patrick Zahraj,U,GER,,M
Jacob Brumm,U,USA,,M
Alex Brenner,U,USA,,M
Jeff Greenwald,R,USA,,M
Conor Berg,U,USA,,M
Luis Gomez,U,PAN,,M
Davide Guerra,U,ITA,,M
Ercole Di Ianni,R,ITA,,M
Sundet Nagimetov,U,KAZ,,M
Tiran Sanghera,R,GBR,,M
Brandon Murphy,U,GBR,,M
Adam Jones,U,GBR,,M
Dominic West,R,GBR,,M
Riaan Du Toit,R,CAN,,M
Jack Davis,R,CAN,,M
Vasisht Cheruku,U,IND,,M
Ramakrishnan Rangaraju,U,IND,,M
Gokul Suresh,R,IND,,M
Charles Bertimon,U,FRA,,M
Joel Cannell,U,GBR,,M
Akanit Pumjit,U,THA,,M
Mario Urquidi,U,USA,,M
Hugo Maia,R,POR,,M
Connor Thomson,U,GBR,,M
Jacob Fearnley,U,GBR,,M
Joshua Rose,R,GBR,,M
Justin Schlageter,U,GER,,M
Jake Hersey,U,GBR,,M
Pablo Schelcher Muro,U,ESP,,M
Goran Markovic,R,SRB,,M
Ivo Klec,R,SVK,183,M
Daniil Klimov,U,GER,,M
Denys Klok,U,UKR,,M
Kuzey Cekirge,U,TUR,,M
Melik Feler,U,FRA,,M
Elio Jose Ribeiro Lago,R,BRA,,M
Jacob Eskeland,U,NOR,,M
Karol Paluch,R,POL,,M
Ana Karen Guadiana Campos,R,MEX,,F
Mary Victoria Cancini,R,VEN,,F
Setora Normurodova,U,UZB,,F
Bolor Enkhbayar,U,MGL,,F
Tammy Tan,U,SGP,,F
Rozhan Karajayeva,U,TKM,,F
Arzuv Klycheva,U,TKM,,F
Bahar Toymyradova,U,TKM,,F
Shinejargal Battur,U,MGL,,F
Tatiana Victoria Baracco,U,ARG,,F
Luna Morini,R,ARG,,F
Eliana Zanuttini,U,ARG,,F
Chloe Hamlin,R,USA,,F
Evelyn Alessandra Gomez,U,ARG,,F
Maree Teiwa Casey,R,AUS,,F
Isabelle Papazyan,U,AUS,,F
Kirijana Petreski,R,AUS,,F
Magdalena Zajda,U,POL,,F
Margaux Maquet,R,BEL,,F
Zara De Schutter,R,BEL,,F
Ksenia Brich,U,BLR,,F
Marina Figueiredo,U,BRA,,F
Camilla Bossi,U,BRA,,F
Hanna Grace Espinosa,U,PHI,,F
Stanzi Stuijt,U,NED,,F
Lana Macukat,U,SRB,,F
Violetta Dominova,U,UKR,,F
Dariya Radulova,R,BUL,,F
Kristina Kapitanova,U,BUL,,F
Sophia Qi Ho,U,CAN,,F
Chiho Mushika,U,JPN,,F
Chloe Julia Goyette,U,USA,,F
Yunqi He,U,CHN,,F
Kexuan Zhou,U,CHN,,F
Ai Wen Zhu,R,CHN,,F
Wenjun Yu,U,CHN,,F
Jiaqi Wang,U,CHN,,F
Yiwendan Zhu,U,CHN,,F
Denglin Li,U,CHN,,F
Xiuyuan Li,U,CHN,,F
Min Liu,R,CHN,,F
Laura Ximena Matamoros Galeano,U,COL,,F
Mariana Caicedo Mora,R,COL,,F
Liz Melanie Aristizabal Londono,U,COL,,F
Ana M Sanchez,R,COL,,F
Maria Jose Martinez Sandoval,U,COL,,F
Angela Maria Basto Parra,U,COL,,F
Minorka Miranda,U,USA,,F
Daniella Roldan,R,USA,,F
Susana Alejandra Patino Ramirez,U,COL,,F
Martha V Blakely,U,USA,,F
Jovana Trickovic,U,SRB,,F
Sofia Madina,R,RUS,,F
Jenna Dean,U,USA,,F
Marketa Petruzelova,U,CZE,,F
Karolina Szmit,R,USA,,F
Eva Cechakova,U,CZE,,F
Mariya Pyrozhenko,U,UKR,,F
Rafaela Gomez,U,ECU,,F
Denisa Elena Gheorghe,U,ROU,,F
Roula Elmalah,U,EGY,,F
Olivia Elliott,U,GBR,,F
Nadia Brunzlow,U,POL,,F
Gabrielle Clairotte,U,FRA,,F
Anna Santa,U,ITA,,F
Sanjana Aiereddy,R,IND,,F
Lygia Christodoulou,R,CYP,,F
Khyanna Singh,U,VIN,,F
Nina Gulbransen,R,USA,,F
Kiah Generette,U,USA,,F
Sofia Chang,R,ESA,,F
Sara Valentina Cruz Bonilla,U,ESA,,F
Emma Stauber,U,GER,,F
Andrea Martinez,U,MEX,,F
Ekaterina Melikhova,U,RUS,,F
Megi Khmiadashvili,U,RUS,,F
Natalia Garcia Portero,U,ESP,,F
Irene Garceran,U,ESP,,F
Anais Peralta Criado,U,ESP,,F
Elena Rodriguez Pajares,U,ESP,,F
Lucia Garrigues Melendez,U,ESP,,F
Anabel Aran Torrente,R,ESP,,F
Aina Domingo Bernabeu,U,ESP,,F
Ariane Monlleo Sanchis,U,ESP,,F
Harris Caldwell,R,USA,,F
Dieuvela Gaspard,R,MRN,,F
Nadja Lorena Stehli,R,SUI,,F
Rachel Girard,L,FRA,,F
Maeva Maxch,U,FRA,,F
Marie Cerezo,U,FRA,,F
Sandy Callios,U,FRA,,F
Ekaterine Jorjoliani,R,GEO,,F
Anna Markvartova,R,CZE,,F
Cagla Teoman,U,TUR,,F
Anica Stabel,U,GER,,F
Alia Lex,R,GER,,F
Sofia Gorovits,R,GER,,F
Catherine Gulihur,U,USA,,F
Katerina Antoniou,R,NED,,F
Zoi Spyrou,R,GRE,,F
Ioanna Tsadari,U,GRE,,F
Paula Mihaela Onita,R,ROU,,F
Hikaru Sato,U,JPN,,F
Hoi Ki Jenny Wong,U,HKG,,F
Sheena Jade Masuda Karrasch,U,HKG,,F
Makoto Yamaguchi,U,JPN,,F
Kristina Kozakova,R,SVK,,F
Luca Pump,U,HUN,,F
Friderika Lotti Meszaros,U,HUN,,F
Dominika Toronyi,U,HUN,,F
Arrum Damarsari,U,INA,,F
Rhiannon Mcblane,U,AUS,,F
Suryaningsih Suryaningsih,R,INA,,F
Abhilasha Mehra,U,IND,,F
Katie Kirby,U,IRL,,F
Ronnie Naor,U,ISR,,F
Jane Stewart,U,USA,,F
Maayan Sela,R,ISR,,F
Keren Mor,R,ISR,,F
Harriet Hamilton,U,ITA,,F
Anastasia Abbagnato,U,ITA,,F
Joanna Kondratowicz,U,GBR,,F
Chiara Arcangeli,U,ITA,,F
Ginevra Aprea,U,ITA,,F
Jana Leder,U,GER,,F
Chloe Compson,U,GBR,,F
Linda Alessi,U,ITA,,F
Lea Jurkovic,R,CRO,,F
Alice Volpe,U,ITA,,F
Anna Sturmigh,R,ITA,,F
Karla Kilic,R,CRO,,F
Heranne Excellent,U,FRA,,F
Candace Olivia Pedro,U,USA,,F
Emily Di Giannantonio,U,ITA,,F
Lana Brezanin,U,CRO,,F
Emanuela Mancuso,U,ITA,,F
Erika Batista Dodridge,U,GBR,,F
Satoko Sueno,U,JPN,,F
Yuka Kitayama,U,JPN,,F
Yuka Asano,U,JPN,,F
Chiaki Takamatsu,U,JPN,,F
Ran Miyachi,U,JPN,,F
Ayaka Ozeki,U,JPN,,F
Haruna Inoue,U,JPN,,F
Yui Saito,U,JPN,,F
Narine Sargsyan,U,ARM,,F
Milana Maydanova,U,KAZ,,F
Anastasia Astakhova,U,KAZ,,F
Sofya Ivanova,U,RUS,,F
Shilpi Swarupa Das,R,IND,,F
Angelina Folts,U,UZB,,F
Adelaida Allakhverdiyeva,U,KAZ,,F
Da Bin Jun,U,KOR,,F
Na Young Lee,U,KOR,,F
Han Byeol Lee,U,KOR,,F
Seo Yeon Park,U,KOR,,F
Yugyeong Oh,U,KOR,,F
Dainhee Kim,U,KOR,,F
Han Bit Lee,U,KOR,,F
Ximena Pacheco,R,MEX,,F
Aida Garcia Mendez,U,MEX,,F
Berenice Castillo Huerta,U,MEX,,F
Sofija Mandic,U,SRB,,F
Nynke Hamburg,U,NED,,F
Sofie Siem,U,NOR,,F
Renata Dias,R,BRA,,F
Stella Chianello,U,BRA,,F
Andrea Campodonico,U,VEN,,F
Alexia Josefina Romero,U,ARG,,F
Mila Burek,U,GBR,,F
Catarina Castro Cerqueira,U,POR,,F
Madalena Peneda,U,POR,,F
Stephanie Bertschmann,U,GER,,F
Axelle Martins,U,FRA,,F
Madalena Amil,U,POR,,F
Maria Santos,U,POR,,F
Mina Matsuba,U,JPN,,F
Eva Beyebach Munoz,U,ESP,,F
Antonella La Cava,U,ITA,,F
Kelly Arends,R,RSA,,F
Annunciata De Souza,U,GBR,,F
Corin De Waal,U,RSA,,F
Paige Wise,U,RSA,,F
Polina Altukhova,U,RUS,,F
Elena Malykh,R,RUS,,F
Kiara Cvetkovic,U,SUI,,F
Andjela Todorovic,U,SRB,,F
Lea Gietz,U,SUI,,F
Anais Gabriel,U,SUI,,F
Annabel Schoen,U,SUI,,F
Malin Falk,U,SWE,,F
Agnes Mitteregger,U,SWE,,F
Tanuchaporn Yongmod,U,THA,,F
Irawan Deewajee,R,THA,,F
Prarisa Rachdanone,R,THA,,F
Kittika Aeb Iem,U,THA,,F
Pat Vasuratna,U,THA,,F
Sirinat Niyomsub,U,THA,,F
Yuhan Liu,U,CHN,,F
Ting Pei Chang,U,TPE,,F
Ceijenia Cornelius,U,USA,,F
Christine Maddox,R,USA,,F
Rocio Rojo Domingo,U,ESP,,F
Imen Abid,U,TUN,,F
Charlene Mueller,R,GER,,F
Liv Drolshammer,U,SUI,,F
Lidia Mugelli,U,ITA,,F
Salima Fendri,U,TUN,,F
Hadir Kilani,U,TUN,,F
Daria Kazantseva,U,RUS,,F
Vittoria Pastorino,U,ITA,,F
Victoria Corina Mirea,R,ROU,,F
Santa Strombach,U,GER,,F
Darina Mueller,R,GER,,F
Lisa Kung,U,SUI,,F
Giorgia Pigato,U,ITA,,F
Maria Carla Dannunzio,R,ITA,,F
Kim Stubbe,R,BEL,,F
Buse Suer,U,TUR,,F
Ayano Sonoda,U,JPN,,F
Zarah Mughal,U,GBR,,F
Nadia Rawson,R,GBR,,F
Alisa Grachova,U,UKR,,F
Mara Cristiana Pop,L,ROU,,F
Aleksandra Stromova,U,RUS,,F
Sarka Richterova,U,CZE,,F
Leonie Hoppe,U,GER,,F
Kelli Hine,U,USA,,F
Emma Roberts,U,USA,,F
Autumn Clemons,U,USA,,F
Summer Clemons,U,USA,,F
Amber Odell,R,USA,,F
Anna Ross,U,USA,,F
Denise Starr,R,USA,,F
Nina Khmelnitckaia,R,RUS,,F
Victoria Mulville,U,USA,,F
Emma Jackson,U,USA,,F
Malkia Menguene,R,USA,,F
Reilly Tran,U,USA,,F
Sofya Ostrovskaya,U,RUS,,F
Elina Sharipova,U,UZB,,F
Nigora Azimjanova,U,UZB,,F
Tijana Nikolic,R,SRB,,F
Maria Penalver Aguilo,U,ESP,,F
Paloma Perez Bota,R,ESP,,F
Alba Ferreres Fernandez,U,ESP,,F
Trinite Klamadji,R,UNK,,F
Valentina Taddia,U,ITA,,F
Hannah Nagel,R,GER,,F
Danique Baart,U,NED,,F
Emma Jazmin Seo,U,ARG,,F
Martina Macarena Torrales Tebes,R,CHI,,F
Chiara Fiorenza,U,ARG,,F
Emilse Lujan Ruiz,U,ARG,,F
Coral Scherb,U,ARG,,F
Maria Tiziana Ferrante,U,ARG,,F
Valeria Porras Buezo,U,GUA,,F
Paula Maria Curci Micieli,U,ARG,,F
Malena Canon,U,ARG,,F
Sol Maria Terracina,U,ARG,,F
Noelia Belen Acosta,U,ARG,,F
Tiziana Rossini,U,ARG,,F
Sol Rabin,U,ARG,,F
Magnolia Rodriguez,U,ARG,,F
Begum Elif Gumussoy,U,TUR,,F
Karin Lauer,U,GER,,F
Sophia Cannizzaro,U,AUS,,F
Hayley Riessen,U,AUS,,F
Ivana Vlakic,U,AUS,,F
Bianca Compuesto,R,AUS,,F
Leonora Radocaj,U,AUS,,F
Jaime Edwards,U,AUS,,F
Georgia Tovich,U,AUS,,F
Tara Gilich,R,AUS,,F
Casey Tay,U,AUS,,F
Rachel Mellor,U,AUS,,F
Ashleigh Simes,U,AUS,,F
Nessa Pratt,U,AUS,,F
Lauren Djani,U,AUS,,F
Shante Lai,U,AUS,,F
Raiyah Omar,R,AUS,,F
Elodie Foster,U,AUS,,F
Gillian Collins,U,AUS,,F
Emily Tinker,U,AUS,,F
Leann Serna,U,AUS,,F
Jessica Glavas,U,AUS,,F
Aneta Kulhankova,R,CZE,,F
Alena Kasatkina,U,RUS,,F
Michaela Koricinova,U,SVK,,F
Natasa Kosanin,U,SRB,,F
Jasmin Perina,U,AUT,,F
Maria Lemonakis,U,BEL,,F
Zoe Gubbels,U,NED,,F
Layla Bryant,U,USA,,F
Emeline De Witte,R,BEL,,F
Irma Ustavdic,R,BIH,,F
Mia Vukica Milojevic,L,NZL,,F
Marina Blagojevic,U,CAN,,F
Daria Khomutsianskaya,U,BLR,,F
Camila Moira Taborga Rollano,U,BOL,,F
Lucia Montano,U,BOL,,F
Maria Alejandra Sandoval Espinoza,U,BOL,,F
Maria Eduarda Mauad,U,BRA,,F
Vitoria De Brito Francisco,R,BRA,,F
Nicolly Ferreira,U,BRA,,F
Bianca Leao,U,BRA,,F
Maria Helena Sodre,U,BRA,,F
Gabriela Yamate Almeida,U,BRA,,F
Laiza Sicatto Da Silva,U,BRA,,F
Thais Maciel,U,BRA,,F
Anya Chavez,U,CAN,,F
Elle Goranskaya,R,CAN,,F
Milana Drca,U,CAN,,F
Susanna Pshevorskiy,R,CAN,,F
Annabelle Xu,U,CAN,,F
Savanna Ly Nguyen,R,CAN,,F
Tereza Susen,U,CAN,,F
Francisca Araneda Orellana,U,CHI,,F
Florencia Araya,U,CHI,,F
Constanza Millas,U,CHI,,F
Sara Mannschott,U,GER,,F
Macarena Cannoni Miranda,U,CHI,,F
Sanja Fabijancic,U,CHI,,F
Paloma Goldsmith Weinreich,U,CHI,,F
Josefa Rosario Fernandez,U,CHI,,F
Martina Alcaino Vergara,U,CHI,,F
Qian Yang,U,UNK,,F
Yilin Zheng,U,CHN,,F
Zi Xin Xu,U,CHN,,F
Teng Fei,U,CHN,,F
Jin Zhang,U,CHN,,F
Yile Cheng,U,CHN,,F
Xinyi Chen,U,CHN,,F
Xin Yi,U,CHN,,F
Ho Ka Henrietta Wong,U,HKG,,F
Le Yi Liu,U,UNK,,F
Xiaochuan Nie,U,CHN,,F
Zixuan Zeng,U,CHN,,F
Mengtong Zhao,U,CHN,,F
Yiming Dang,U,CHN,,F
Xinyi Nong,U,CHN,,F
Min Zhang,U,CHN,,F
Yifei He,U,CHN,,F
Xiaotong Zhao,U,CHN,,F
Yuxuan Li,U,CHN,,F
Han Shi,U,CHN,,F
Mengxin Zhai,U,CHN,,F
Ling Su,U,CHN,,F
Chu Ni Wang,U,CHN,,F
Yitong Zhang,U,CHN,,F
Yuxuan Luo,U,CHN,,F
Manu Ramirez,R,COL,,F
Valeria Ruiz Buitrago,U,COL,,F
Jacqueline Alape Morales,U,COL,,F
Isabella Herrera Pilonieta,R,COL,,F
Sofia Giraldo Jimenez,R,COL,,F
Andrea Ocampo,U,VEN,,F
Daniela Zambrano,R,COL,,F
Kelly Loana Vargas Gonzalez,R,COL,,F
Ivana Perez Luengas,U,COL,,F
Maria Paz Pineda Arias,U,COL,,F
Carolina Burgos,R,COL,,F
Valeria Montano,U,COL,,F
Marianna Murcia Barona,U,COL,,F
Iana Snezhkina,U,RUS,,F
Danna Katalina Quintero Cubillos,U,COL,,F
Leticia Heintz,L,CRO,,F
Neli Sunjic,R,CRO,,F
Maja Seravic,R,CRO,,F
Greta Carbone,U,ITA,,F
Ana Sirovina,U,CRO,,F
Sabina Richtrova,R,CZE,,F
Zuzana Bohatova,U,CZE,,F
Natasa Luzajic,R,SRB,,F
Lucie Ivanova,U,CZE,,F
Anna Marie Kopecka,U,CZE,,F
Valentina Cvackova,U,CZE,,F
Monika Stanikova,R,SVK,,F
Sylvie Kalouskova,U,CZE,,F
Laura Kubacakova,U,CZE,,F
Natalia Pietras,U,POL,,F
Tereza Krenkova,U,CZE,,F
Liliana Gajdosova,U,CZE,,F
Terezie Pluharova,U,CZE,,F
Ane Ibarra,R,VEN,,F
Valery Senka,U,CAN,,F
Monica Andrade Solarte,R,ECU,,F
Arianna Castellanos Calderon,U,ECU,,F
Lizbeth Gencon Sucre,U,ECU,,F
Joselyn Margarita Treyes Albarracan,U,ECU,,F
Hanna Vasconez Teran,U,ECU,,F
Michelle De Groot,U,NED,,F
Valentina Urelli Rinaldi,R,ITA,,F
Rekha Boyalapalli,U,IND,,F
Maria Charl,U,EGY,,F
Rana Sherif Ahmed,U,EGY,,F
Martina Peretti,U,ITA,,F
Caterina Odorizzi,U,ITA,,F
Aalyka Ebrahim,U,IND,,F
Hana Ayman Elsherif,U,EGY,,F
Malvika Shukla,U,IND,,F
Andriana Simovic,U,SRB,,F
Wiktoria Czerny,U,POL,,F
Lana Kamel,U,EGY,,F
Mariam Abd El Salam,U,EGY,,F
Brigitte Manceau,R,FRA,,F
Katharina Rothacker,U,GER,,F
Lilly Dueffert,U,GER,,F
Andreea Scurtu,U,ROU,,F
Isabella Tabb Hartman,U,USA,,F
Hikari Osaki,U,JPN,,F
Francina Puig Llompart,U,ESP,,F
Alejandra Ferrer Rodriguez,U,ESP,,F
Lea Aiche,U,SUI,,F
Alicia Alegre,R,ESP,,F
Lucia Santos Sanchez,U,ESP,,F
Andrea Palazon,U,ESP,,F
Ana Lardies Vilarrubi,U,ESP,,F
Claudia Borbon Roca,U,ESP,,F
Raquel Ducet Teixeira,R,ESP,,F
Gemma Negre Sanchez,U,ESP,,F
Marta Buendia,U,ESP,,F
Alexandra Dodashev Enbert,R,ESP,,F
Alexia Witthaus Vine,U,ESP,,F
Yulia Almiron Solano,U,ESP,,F
Sofia Blanco Andrade,U,ESP,,F
Philippine Picard,R,FRA,,F
Carolina Gomez,R,ESP,,F
Maria Pena,U,ESP,,F
Alba Guijo,U,ESP,,F
Rachel Leighton,U,USA,,F
Isabel Cabrerizo Martinez,R,ESP,,F
Lidia Gomez Carrera,U,ESP,,F
Maria Picazo Martin,U,ESP,,F
Ana Utrilla Benito,U,ESP,,F
Nadine Martinez,U,GBR,,F
Ariadna Perez Lertxundi,U,ESP,,F
Marta Garcia,U,ESP,,F
Raquel Villan Pereira,R,ESP,,F
Andrea Perez Bordon,U,ESP,,F
Lola Estevez Varrenti,U,ESP,,F
Emma Sanchez,U,ESP,,F
Ana Heredia,U,ESP,,F
Tereza Zelinova,R,SVK,,F
Anait Arutyunyan,U,RUS,,F
Sara Rhallab,U,MAR,,F
Otilia Chamizo,U,SWE,,F
Raja Szyszkowitz,U,GER,,F
Aleksandra Evdokimova,U,RUS,,F
Helena Sophie Engels,U,GER,,F
Carmen Garcia Lavado,U,ESP,,F
Laura Mulero Parraga,U,ESP,,F
Irene Artigas,R,ESP,,F
Jekaterina Sagejeva,U,LAT,,F
Viktoria Kleer Kliimand,U,EST,,F
Aurelia Riga,U,EST,,F
Diandra Suitso,U,EST,,F
Lauren Elisabeth Lind,R,EST,,F
Andrea Roots,U,EST,,F
Lotta Heiskanen,U,FIN,,F
Johanna Ranta Aho,U,FIN,,F
Polina Bezklubnaia,U,RUS,,F
Justine Clouvel,U,FRA,,F
Audrey Moutama,U,FRA,,F
Ida Hasselbalch,R,DEN,,F
Anais Rollin,U,UNK,,F
Mathilde Tranberg,U,DEN,,F
Capucine Sanoner,U,FRA,,F
Laura Marie,U,FRA,,F
Natea Bizet,U,FRA,,F
Anna Kechko,R,RUS,,F
Aravane Rezai,R,FRA,165,F
Naia Mercadier,U,FRA,,F
Rose Alix Vidal,U,FRA,,F
Luna Lesage,U,FRA,,F
Emma Renard,R,FRA,,F
Alice Battesti,U,FRA,,F
Lelia Castola,U,FRA,,F
Lucy Furness,R,FRA,,F
Alicia Martial,U,FRA,,F
Valentine Vigne,R,FRA,,F
Dominique Ibarra Gomez,U,ESP,,F
Charlotte Mosbaek Ellegaard,U,DEN,,F
Ellie Tsimbilakis,U,GBR,,F
Carla Galmiche,U,FRA,,F
Maria Michaela Fiacan,U,SUI,,F
Emma Aucagne,U,FRA,,F
Emma Semenenko,U,FRA,,F
Elisa Rigazio,U,FRA,,F
Tamara Malazonia,U,GBR,,F
Tiegan Aitken,U,GBR,,F
Scarlett Hutchinson,U,GBR,,F
Iman Garshong,U,GBR,,F
Worthy Goldman,U,GBR,,F
Katie Morris,U,GBR,,F
Indianna Spink,U,GBR,,F
Elisa Van Meeteren,U,GBR,,F
Martina Paladini Jennings,U,GBR,,F
Aleksandra Topalovic,R,GBR,,F
Veronika Hughes,U,GBR,,F
Sofia Plotnikova,R,RUS,,F
Eliya Cohen,U,ISR,,F
Tamari Chalaganidze,U,GEO,,F
Adelina Doguzova,R,RUS,,F
Inga Strelchuk,U,UKR,,F
Iulia Maria Farcas,U,ROU,,F
Kyrin Pollock,U,USA,,F
Alina Gavrish,U,AZE,,F
Alina Kozaeva,U,RUS,,F
Isabel Neumer,U,GER,,F
Alessa Maier,U,GER,,F
Anna Schubries,U,GER,,F
Anna Marie Weissheim,R,GER,,F
Kim Juliane Auerswald,U,GER,,F
Katharina Huhnholz,U,GER,,F
Michelle Roth,U,GER,,F
Vivien Carolin Kutacova,U,GER,,F
Sophie Julie Zehender,U,GER,,F
Tereza Polakova,U,CZE,,F
Luisa Hrda,L,GER,,F
Dimitra Daliani,U,GRE,,F
Maria Kontolaimaki,R,GRE,,F
Jonna Schroeder,U,GER,,F
Lucia Malinak,U,SVK,,F
Marie Perla Biansumba,U,IRL,,F
Vasiliki Kalogeropoulou,U,GRE,,F
Karin Kratochvilova,U,SVK,,F
Adreanna Christopoulou,U,GRE,,F
Lydia Vlachou,R,GRE,,F
Evgenia Kokkinaki,U,GRE,,F
Maria Vasileiadi,U,GRE,,F
Angeliki Dermitzaki Lambropoulou,R,GRE,,F
Rafailia Nikoletta Fulop,U,GRE,,F
Roni Lior,U,ISR,,F
Katerina Zafiropoulou,R,GRE,,F
Eleni Fasoula,U,GRE,,F
Eleni Kostaki,R,GRE,,F
Aspasia Katsouda Taka,U,GRE,,F
Mir Ambaye,U,FRA,,F
Ella Leroy,R,USA,,F
Maria Georgiadou,U,GRE,,F
Danai Pedaki,U,GRE,,F
Kseniya Sundin,U,SWE,,F
Lorenza Cuomo,U,ITA,,F
Ifigeneia Kafka,U,GRE,,F
