fullname,hand,ioc,ht,sex
Tina Nadine Smith,U,AUS,,F
Maraia Paula Manrique,R,COL,,F
Valeria Carreno,U,COL,,F
Mariana Jimenez Bustillo,U,COL,,F
Victoria Borodulina,R,RUS,,F
Andjela Sebrek,U,SRB,,F
Anita Gavran,U,AUT,,F
Marina Pavkovic,U,CRO,,F
Reka Farbas,U,HUN,,F
Antonia Ruzic,R,CRO,,F
Monika Dedaj,U,CRO,,F
Katerina Mandelikova,U,CZE,,F
Oksana Selekhmeteva,L,RUS,,F
Petra Csabi,R,CZE,,F
Michaela Kucharova,U,CZE,,F
Darina Precechtelova,U,CZE,,F
Taisya Pachkaleva,U,RUS,,F
Lucie Petruzelova,U,CZE,,F
Martina Kudelova,R,CZE,,F
Pia Lovric,R,SLO,,F
Alica Rusova,U,SVK,,F
Tereza Polanska,R,CZE,,F
Nella Chiara Ondrouskova,U,CZE,,F
Alisa Rastegaeva,U,RUS,,F
Karolina Jaskiewicz,R,POL,,F
Sabina Brichackova,U,CZE,,F
Vivien Charvatova,R,CZE,,F
Kristyna Bedrnova,U,CZE,,F
Kristyna Tomajkova,U,CZE,,F
Linda Noskova,R,CZE,,F
Lucie Havlickova,R,CZE,,F
Maria Daniels Sierra,U,RUS,,F
Lenka Munzarova,U,CZE,,F
Tereza Vajsejtlova,U,CZE,,F
Vilena Petrova,U,RUS,,F
Petra Horakova,U,CZE,,F
Alicia Robinson,R,GBR,,F
Leslie Espinoza,U,PER,,F
Tania Varela Alvarado,R,ECU,,F
Pamela Duran Vinueza,U,ECU,,F
Jacqueline Payne,R,USA,,F
Carolina Alvarez,L,ECU,,F
Alina Michalitsch,U,AUT,,F
Perla Nieuwboer,U,NED,,F
Lena Lutzeier,R,GER,,F
Anne Sophie Morandais,U,GUD,,F
Anjana Suresh,R,CAN,,F
Veronika Bokor,U,AUT,,F
Iveta Dapkute,R,LTU,,F
Hala Khaled,U,EGY,,F
Jennifer Rosa Dourado,U,BRA,,F
Tamara Milosevic,R,SRB,,F
Morgane Van Den Bergh,R,BEL,,F
Darya Shauha,U,BLR,,F
Eleni Kampantai,U,GRE,,F
Amira Badawi,U,EGY,,F
Sravya Shivani Chilakalapudi,R,IND,,F
Ema Vasic,U,AUT,,F
Nada Fouad,U,EGY,,F
Ritage Faizy,R,EGY,,F
Hla El Sakka,R,EGY,,F
Natalie Augustinova,U,CZE,,F
Ayline Esina Samardzic,U,CRO,,F
Norhan Hesham,U,EGY,,F
Angelika Shapovalova,R,RUS,,F
Sharannya Gaware,L,IND,,F
Chiara Bordo,U,ITA,,F
Adesuwa Osabuohien,R,USA,,F
Irina Shchetinina,R,RUS,,F
Nathalie Mokhtar,U,EGY,,F
Jelena Kovac,U,SRB,,F
Zeina Shaaban,U,EGY,,F
Elisa Andrea Camerano,R,ITA,,F
Dareen Elleithy,U,EGY,,F
Farida Sabra,U,EGY,,F
Avika Sagwal,U,IND,,F
Hana El Deeb,R,EGY,,F
Emma Belluomini,U,ITA,,F
Aaliya Ebrahim,R,IND,,F
Anja Draskovic,U,MNE,,F
Marion Viertler,R,ITA,,F
Hla Saber,U,EGY,,F
Beloslava Veleva,U,BUL,,F
Dejana Milenkovic,U,SRB,,F
Yasmin Ezzat,U,EGY,,F
Taylor Cataldi,R,USA,,F
Urszula Nebelska,U,POL,,F
Paige Cline,U,USA,,F
Diletta Cherubini,U,ITA,,F
Martyna Kubka,R,POL,,F
Vanessa Ioana Georgiana Popa Teiusanu,U,ROU,,F
Demi Tran,R,NED,,F
Azaliya Badegyeva,U,RUS,,F
Nasty Surkova,U,RUS,,F
Valeriya Olyanovskaya,U,RUS,,F
Mayya Gorbunova,R,RUS,,F
Sabina Zeynalova,U,UKR,,F
Jennifer Ruggeri,R,ITA,,F
Larisa Bekmetova,U,UZB,,F
Vickie Trocker,U,ITA,,F
Dinara Alloyarova,U,RUS,,F
Elvina Kalieva,U,USA,,F
Ana Makatsaria,U,GEO,,F
Daniella Medvedeva,U,RUS,,F
Victoria Hu,U,USA,,F
Marta Custic,R,ESP,,F
Isabella Harvison,U,USA,,F
Carolina Azadinho,U,POR,,F
Liz Keller,U,AUT,,F
Ares Teixido Garcia,U,ESP,,F
Marta Calvo Larraz,U,ESP,,F
Alexandra Silva,U,POR,,F
Aino Alkio,U,FIN,,F
Carmen Garri Murcia,R,ESP,,F
Celia Cervino Ruiz,U,ESP,,F
Alba Rey Garcia,U,ESP,,F
Julia Ronney,U,USA,,F
Karen Marthiens,U,FRA,,F
Irati Urbaneja Salazar,R,ESP,,F
Laura Munoz Baroja Orallo,U,ESP,,F
Alba Retortillo Soiras,U,ESP,,F
Nahia Berecoechea,R,FRA,,F
Marta Falceto Font,U,ESP,,F
Eva Martinez Regalado,U,ESP,,F
Eva Arranz,U,ESP,,F
Alexia Alvarez Gerochristodoulou,U,ESP,,F
Salma Ziouti,R,MAR,,F
Sophia Unger,R,SUI,,F
Sara Yigin,U,GER,,F
Natividad Lopez Diaz,R,ESP,,F
Ainhoa Meili Fernandez Del Moral Perier,U,ESP,,F
Valeria Koussenkova,R,ESP,,F
Blanca Cortijo Parreno,U,ESP,,F
Jessica Bouzas Maneiro,R,ESP,,F
Caitlyn Portela,R,AUS,,F
Salma Loudili,R,MAR,,F
Stefanija Polischuk,U,LAT,,F
Elizaveta Kuznetsova,U,RUS,,F
Lissi Kubre,U,EST,,F
Sofiya Chekhlystova,R,EST,,F
Darja Semenistaja,R,LAT,,F
Polina Ramenskaja,U,EST,,F
Arina Petrova,U,RUS,,F
Liisa Varul,U,EST,,F
Darta Dalecka,R,LAT,,F
Dasha Borodatova,R,RUS,,F
Patricija Spaka,L,LAT,,F
Julia Avdeeva,R,RUS,,F
Maria Mikhaylova,U,RUS,,F
Emilia Hartman,U,FIN,,F
Martina Minetti,U,FIN,,F
Sofiia Likhacheva,U,RUS,,F
Eveliina Koivupuisto,R,FIN,,F
Stella Remander,U,FIN,,F
Laura Hietaranta,U,FIN,,F
Terri Fleming,U,USA,,F
Selena Janicijevic,U,FRA,,F
Ines Nicault,U,FRA,,F
Juliette Mazzoni,U,FRA,,F
Rania Azziz,R,FRA,,F
Anna Maria Jovanovic,R,FRA,,F
Marine Szostak,U,FRA,,F
Lou Anne Guerbert,U,FRA,,F
Celia Belle Mohr,R,FRA,,F
Laia Petretic,U,FRA,,F
Chanel Janssen,R,NED,,F
Pia Praefke,U,GER,,F
Justine Lespes,R,FRA,,F
Savine Erler,L,FRA,,F
Amarni Banks,R,GBR,,F
Sonay Kartal,U,GBR,,F
Natasha Fourouclas,R,RSA,,F
Andre Lukosiute,U,LTU,,F
Grace Piper,R,GBR,,F
Amelia Rajecki,U,GBR,,F
Bianca Jolie Fernandez,R,CAN,,F
Elle Christensen,U,USA,,F
Holly Staff,U,GBR,,F
Esther Adeshina,R,GBR,,F
Shu Ying Hsieh,R,TPE,,F
Emily Morton,U,GBR,,F
Angelica Blake,U,GBR,,F
Camille Verden Anderson,U,GBR,,F
Holly Hutchinson,R,GBR,,F
Abigail Amos,U,GBR,,F
Morgan Cross,U,GBR,,F
Barbare Eristavi,R,GEO,,F
Nadezda Gorbachkova,R,RUS,,F
Stanislava Bobrovnikova,U,RUS,,F
Anastasiya Abramovich,U,BLR,,F
Iuliia Nikitina,U,RUS,,F
Helena Narmont,U,EST,,F
Elizaveta Shebekina,R,RUS,,F
Alina Lebedeva,R,RUS,,F
Olga Lesnikova,L,RUS,,F
Tamari Gagoshidze,U,GEO,,F
Nino Natsvlishvili,U,GEO,,F
Evelina Martirosyan,U,ARM,,F
Arevik Tumanyan,U,ARM,,F
Pia Brglez,U,SLO,,F
Daria Krasnova,U,RUS,,F
Kamilla Bartone,R,LAT,,F
Marie Charlot Lonnemann,U,GER,,F
Sibel Demirbaga,U,GER,,F
Laura Isabel Putz,R,GER,,F
Pia Schwarz,R,GER,,F
Kristin Yordanova,U,BUL,,F
Gabriela Aura Zarnoveanu,U,ROU,,F
Alessandra Crump,U,USA,,F
Radka Zelnickova,R,SVK,,F
Benedetta Ortenzi,U,ITA,,F
Anda Ghinga,U,ROU,,F
Anastasiya Skorupska,U,UKR,,F
Natalia Schwarcova,U,SVK,,F
Patricia Hlinkova,U,SVK,,F
Jovana Babic,R,SRB,,F
Aleksandra Zlatarova,U,BUL,,F
Olha Romanyshyn,U,UKR,,F
Ziva Falkner,U,SLO,,F
Silvia Saccani,U,ITA,,F
Ilinca Dalina Amariei,U,ROU,,F
Stefanie Auer,U,AUT,,F
Alessia Beatrice Ciuca,U,ROU,,F
Alina Mukhortova,U,RUS,,F
Paula Ortega Redondo,U,ESP,,F
Madelief Hageman,L,NED,,F
Tina Cvetkovic,L,SLO,,F
Anastasia Mozgaleva,L,RUS,,F
Fanny Norin,U,SWE,,F
Wanyi Zhang,U,CHN,,F
Simona Ogescu,U,ROU,,F
Eleni Makride,U,CYP,,F
Sonia Cassani,U,ITA,,F
Anna Davydova,U,RUS,,F
Adelina Krueger,U,GER,,F
Maria Kallistrou,U,GRE,,F
Daria Maria Munteanu,R,ROU,,F
Eszter Meri,U,SVK,,F
Reka Zadori,U,HUN,,F
Adrienn Horvath,R,HUN,,F
Luca Janosi,U,HUN,,F
Lilla Plasek,U,HUN,,F
Laura Szabo,U,HUN,,F
Andjela Vidovic,U,SRB,,F
Fanni Gecsek,U,HUN,,F
Olga Terletska,U,UKR,,F
Nikoletta Muller,U,HUN,,F
Oxi Gravitas Putri,R,INA,,F
Mio Kozaki,U,JPN,,F
Putri Sanjungan Insani,R,INA,,F
Samantha Nanere,R,INA,,F
Sara Jamal,U,USA,,F
Anna Zhang,U,USA,,F
Zeba Jamal,U,USA,,F
Lee Barnard,U,RSA,,F
Ai Yamaguchi,U,JPN,,F
Fadona Titalyana Kusumawati,U,INA,,F
Lakshmi Sahithi Reddy Vutukuru,U,IND,,F
Dakshata Girishkumar Patel,U,IND,,F
Humera Begum Shaik,U,IND,,F
Pareen Shivekar,R,IND,,F
Pooja Ingale,U,IND,,F
Deeksha Manju Prasad,R,IND,,F
Arthi M,U,IND,,F
Lola Mireille Glantz,U,GER,,F
Alison Odea,U,IRL,,F
Sarah Oconnor,U,IRL,,F
Ellie Murphy,U,IRL,,F
Kimberly Mpukusa,U,ZIM,,F
Juliana Carton,U,IRL,,F
Sabrina Kalandarov,U,ISR,,F
Mika Dagan Fruchtman,R,ISR,,F
Ofer Kivity,U,ISR,,F
Neta Tamir,U,ISR,,F
Adi Gavish,U,ISR,,F
Mika Misgav,U,ISR,,F
Daria Rakitskaya,U,RUS,,F
Stefani Sandoiu Shtein,U,ISR,,F
Hili Kronzon,U,ISR,,F
Diana Smelansky,U,ISR,,F
Tali Malykhin,U,ISR,,F
Tali Krasnopolski,R,ISR,,F
Flaminia Scara,U,ITA,,F
Alessia Tagliente,U,ITA,,F
Martina Muzzolon,U,ITA,,F
Matilde Paoletti,R,ITA,,F
Beatrice Ricci,U,ITA,,F
Sofia Rocchetti,R,ITA,,F
Rubina Marta De Ponti,U,ITA,,F
Anita Bertoloni,R,ITA,,F
Virginia Ciccone,U,ITA,,F
Alessandra Pezzulla,U,ITA,,F
Sophie Walzl,U,ITA,,F
Anja Wildgruber,U,GER,,F
Chiara Girelli,U,ITA,,F
Maria Nuova Covato,U,ITA,,F
Desideria Damico,U,ITA,,F
Silvia Mattiolo,U,ITA,,F
Fabrizia Cambria,U,ITA,,F
Carola Cavelli,R,ITA,,F
Anoushka Wooller,U,GBR,,F
Darya Lavrichenko,R,RUS,,F
Martina Forcisi,U,ITA,,F
Emma Davis,R,USA,,F
Alina Shcherbinina,U,RUS,,F
Giulia Martinelli,R,ITA,,F
Arina Atyushova,U,RUS,,F
Ayumi Hirata,U,JPN,,F
Asuka Yoshida,U,JPN,,F
Erika Matsuda,U,JPN,,F
Shiori Ito,U,JPN,,F
Jiho Shin,U,KOR,,F
Mako Ganaha,U,JPN,,F
Nanami Saito,U,JPN,,F
Mua Shigeta,U,JPN,,F
Haruka Tominaga,R,JPN,,F
Miyu Nakashima,U,JPN,,F
Mai Kandori,U,JPN,,F
Nao Shimoji,U,JPN,,F
Stefanya Shalakhova,U,KAZ,,F
Mariia Tkacheva,U,RUS,,F
Ekaterina Maklakova,R,RUS,,F
Nina Rudiukova,U,RUS,,F
Sofiya Chursina,U,KAZ,,F
Ekaterina Nikiforova,R,RUS,,F
Constanze Stepan,U,GER,,F
Darya Gaifullina,R,RUS,,F
Maryia Novikava,U,BLR,,F
Milana Maslenkova,U,UZB,,F
Adel Ismagulova,U,KAZ,,F
Vladislava Petrovskaia,U,RUS,,F
Nasiba Espolova,U,UZB,,F
Gulsina Khalimullina,U,UZB,,F
Tatyana Nikolenko,U,KAZ,,F
Kristina Mayer,U,UZB,,F
Shakhzoda Asimova,U,RUS,,F
Zhanel Rustemova,U,KAZ,,F
Diyora Alzhanova,U,KAZ,,F
Kamilia Shailina,U,KAZ,,F
Alisa Kummel,R,RUS,,F
Sofia Sokhetskaya,U,KAZ,,F
Judith Muraa,U,KEN,,F
Angella Okutoyi,U,KEN,,F
Faith Nyabera Omurunga,U,KEN,,F
Mariana Borges,U,BRA,,F
Cynthia Wanjala,U,KEN,,F
Eunji Lim,U,KOR,,F
Eunyeong Park,U,KOR,,F
Seohyeon Kim,U,KOR,,F
Yeon Woo Ku,U,KOR,,F
Eunseo Yun,U,KOR,,F
Ryeong Gyeong Park,U,KOR,,F
Sihyeong Cho,U,KOR,,F
Heejin Han,U,KOR,,F
Dami Lee,U,KOR,,F
Mijeong Park,U,KOR,,F
So Hee Yoon,U,KOR,,F
Mi Jin Kim,U,KOR,,F
Hyeran Yun,U,KOR,,F
Sol Hee Sim,R,KOR,,F
Sun Bin Kim,U,KOR,,F
Na Hyun Kang,U,KOR,,F
Hyeri Kim,U,KOR,,F
Eunji Oh,R,UNK,,F
Ji Young Seo,U,KOR,,F
Hee Rae Im,U,KOR,,F
Yubean Lee,U,KOR,,F
Sarah Mueller,U,GER,,F
Lea Ma,U,USA,,F
Alexandra Mikhailuk,U,CAN,,F
Ana Maria Andreea Ileana,U,CAN,,F
Katya Ramirez,U,MEX,,F
Stephanie Kent,U,USA,,F
Maxi Duncan,U,USA,,F
Isabella Kruger,R,RSA,,F
Bryn Johnson,U,USA,,F
Marian Gomez Pezuela Cano,U,MEX,,F
Rebecca Lynn,U,USA,,F
Julia Garcia,L,MEX,,F
Eleonore Tchakarova,R,BUL,,F
Romary Cardenas Rifka,U,MEX,,F
Alexis Keberle,U,USA,,F
Payton Andrews,U,USA,,F
Alisia Stephanie Manolescu,U,CAN,,F
Jennifer Gadalov,U,USA,,F
Brianna Tulloch,U,USA,,F
Fernanda Castillo Huerta,U,MEX,,F
Jessica Hinojosa Gomez,U,MEX,,F
Marne Dercksen,U,RSA,,F
Camille Townsend,R,USA,,F
Yu Chen,U,UNK,,F
Alyssa Tobita,R,USA,,F
Katya Townsend,R,USA,,F
Julia Jordan,U,USA,,F
Renata Castillo,U,MEX,,F
Kennedy Bridgforth,R,USA,,F
Shria Atturu,U,USA,,F
Barbora Vykydalova,U,CZE,,F
Gianna Pielet,U,USA,,F
Amanda Carolina Nava Elkin,U,MEX,,F
Sara Kelly,U,USA,,F
Lilian Poling,U,USA,,F
Leolia Jeanjean,R,FRA,,F
Rianna Valdes,R,USA,,F
Maria Kozyreva,U,RUS,,F
Danielle Willson,U,USA,,F
Anastasia Sysoeva,U,RUS,,F
Angela Kulikov,U,USA,,F
Asuka Kawai,U,JPN,,F
Adriana Reami,R,USA,,F
Lorelyz Marruffo,U,VEN,,F
Moka Ito,R,JPN,,F
Anna Sinclair Rogers,U,USA,,F
Jaleesa Leslie,U,USA,,F
Elizaveta Koklina,U,RUS,,F
Madison Appel,R,USA,,F
Jwany Sherif,R,USA,,F
Dylan Cline,U,USA,,F
Nicolle Andrea Gomez Romero,U,COL,,F
Angela Bonilla,R,COL,,F
Muskan Mahajan,R,USA,,F
Jami Marie Burt,U,USA,,F
Katarina Kozarov,U,SRB,,F
Natalie Johnson,U,USA,,F
Myrna Olaya,U,USA,,F
Misa Malkin,U,USA,,F
Lucianna Piedra,U,MEX,,F
Arisha Ladhani,U,CAN,,F
Alexandra Anttila,R,FIN,,F
Karla Portalatin,U,DOM,,F
Maria Fernanda Martinez Hernandez,U,MEX,,F
Tea Jandric,U,CRO,,F
Rachel Gailis,R,USA,,F
Taylor Ng,U,USA,,F
Leyden Games,U,USA,,F
Sofia Matiushova,R,RUS,,F
Vanessa Ong,R,USA,,F
Marie Lou Faoro,R,FRA,,F
Malaika Rapolu,U,USA,,F
Nicole Poj,U,ARG,,F
Sophia Hatton,U,USA,,F
Emma Van Poppel,U,NED,,F
Elan Mnatsakanov,U,USA,,F
Maya Pitts,U,USA,,F
Mio Mushika,U,JPN,,F
Martyna Ostrzygalo,U,CAN,,F
Misha Berry,U,USA,,F
Patience Monroe,R,USA,,F
Maria Jimena Krite Castellanos,U,MEX,,F
Gala Arangio,U,MEX,,F
Dakota Fordham,U,USA,,F
Bente Spee,U,NED,,F
Jasmijn Gimbrere,R,NED,,F
Anouk Koevermans,R,NED,,F
Elysia Pool,U,NED,,F
Lene Mari Bolkesjo Hovda,U,NOR,,F
Luisa Meyer Auf Der Heide,U,GER,,F
Annelou Nab,U,NED,,F
Diane Flament,U,FRA,,F
Aanu Ayegbusi,U,NGR,,F
Osariemen Airhunmwunde,U,NGR,,F
Sarah Adegoke,U,NGR,,F
Blessing Samuel,U,NGR,,F
Omolade Aderemi,U,NGR,,F
Feryel Ben Hassen,R,TUN,,F
Patience Onebamhoin,R,NGR,,F
Sabath Ibrahim,U,NGR,,F
Ozi Oiza Josephine Yakubu,L,NGR,,F
Ronke Akingbade,R,NGR,,F
Beatrice Henriette Faureng,U,NOR,,F
Dorthea Faa Hviding,U,NOR,,F
Vivien Sandberg,U,GER,,F
Ine Soltveit Stange,U,NOR,,F
Katie Morton,U,GBR,,F
Aleksandra Julia Jelen,R,POL,,F
Matilda Lenngren,U,SWE,,F
Katja Wiersholm,U,USA,,F
Hannah Viller Moller,U,DEN,,F
Valeria Lloclla,U,PER,,F
Valeria Castro,U,PER,,F
Alessia Martinez,U,PER,,F
Micaela Ode,U,PER,,F
Michela Montori Rodriguez,U,PER,,F
Manuela Zegarra Ballon,U,PER,,F
Camila Soares,U,PER,,F
Samantha Echevarria,U,PER,,F
Daniela Rubio,U,PER,,F
Gia Posito,U,PER,,F
Aditi Sinha,U,USA,,F
Valeria Vinces,U,PER,,F
Emma Zakordoniec,U,POL,,F
Ema Bolebruchova,R,SVK,,F
Magdalena Hedrzak,U,POL,,F
Saisha Khanna,U,IND,,F
Ines Oliveira,R,POR,,F
Rita Maria Bentes De Oliveira Pinto,R,POR,,F
Elizabet Hamaliy,U,UKR,,F
Beatriz Neves,U,POR,,F
Luisa Pelayo,R,POR,,F
Angele Devaux,R,FRA,,F
Emma Mazzoni,U,FRA,,F
Carolina Caetano Reis,U,POR,,F
Carmen Gallardo Guevara,U,ESP,,F
Barbara Balancho,U,POR,,F
Sashi Kempster,R,GBR,,F
Carolina Likhatcheva,U,POR,,F
Ruth Copas,U,IRL,,F
Vanessa Langes,U,GER,,F
Matilde Morais,U,POR,,F
Matilde Jorge,U,POR,,F
Iulia Marko,U,ROU,,F
Alexandra Iordache,R,ROU,,F
Iulia Savescu,U,ROU,,F
Maria Alexia Gandac,U,ROU,,F
Bianca Maria Dascalu,U,ROU,,F
Ivonne Juric,U,GER,,F
Raluca Maria Tudorache,U,ROU,,F
Isabela Ioana Dima,U,ROU,,F
Andreea Elena Iordachi,U,ROU,,F
Ioana Alexandra Negoitescu,U,ROU,,F
Ana Maria Gabriela Taranu,U,ROU,,F
Andra Cristina Captan,U,ROU,,F
Iulia Vlaiculescu,U,ROU,,F
Maria Alexandra Medeea Popescu,U,ROU,,F
Isha Budwal,U,IND,,F
Alexandra Raluca Botin,U,ROU,,F
Denisa Elena Plesa,U,ROU,,F
Oana Irimescu,L,ROU,,F
Lorena Maria Danaila,U,ROU,,F
Tania Munteanu,U,ROU,,F
Mikayla Faure,L,RSA,,F
Lauren Cooper,U,USA,,F
Amy Bloch,U,RSA,,F
Maxima Ellenberg,U,GER,,F
Nicole Viljoen,U,RSA,,F
Rapelang Danielle Sebata,R,GBR,,F
Ntokozo Zungu,U,RSA,,F
Cayline Le Grange,U,RSA,,F
Amonette Theron,U,RSA,,F
Georgia Hosking,R,RSA,,F
Ksenia Khlynova,R,RUS,,F
Kristina Kudryavtseva,U,RUS,,F
Nina Olyanovskaya,U,RUS,,F
Yana Mogilnitskaya,R,RUS,,F
Elizaveta Volodko,U,RUS,,F
Daria Soldatova,R,RUS,,F
Julia Valetova,R,RUS,,F
Elena Korokozidi,U,RUS,,F
Kristina Volgapkina,U,RUS,,F
Lynelle En Tong Lim,U,SGP,,F
Janice Tjen,U,INA,,F
Michelle Yeo,U,SGP,,F
Beatriz Leon Hernandez,U,ESP,,F
Katarina Jelusic,R,CRO,,F
Sara Paunovic,U,SUI,,F
Anastassia Pantelic,R,SRB,,F
Verginie Tchakarova,R,BUL,,F
Angelina Subotic,U,AUS,,F
Jelena Marjanovic,U,SRB,,F
Chiara Merico,U,SUI,,F
Therese Ekdahl,U,SWE,,F
Maja Radenkovic,U,SWE,,F
Victoria Carlsten,U,SWE,,F
Smilla Kjaergaard,U,SWE,,F
Agnes Gustafsson,R,SWE,,F
Victoria Saldh,U,SWE,,F
Julia Keranovic,U,SWE,,F
Elin Vilen,U,SWE,,F
Olivia Malm,U,SWE,,F
Wilma Bergqvist,U,SWE,,F
Marta Louise Soederberg,U,SWE,,F
Sara Dahlstrom,U,SWE,,F
Louise Wikander,R,SWE,,F
Martina Petrovic,U,SWE,,F
Johanna Strom,U,SWE,,F
Erika Andreeva,R,RUS,,F
Nalu Himeno,U,JPN,,F
Nadia Ravita,U,INA,,F
Mariya Polishchuk,R,RUS,,F
Rada Manataweewat,R,THA,,F
Mai Napatt Nirundorn,U,THA,,F
Vera Deepoem,U,THA,,F
Honoka Uchiyama,U,JPN,,F
Juliette Daries,R,FRA,,F
Lunda Kumhom,U,THA,,F
Warisara Lee,U,THA,,F
Nadezda Khalturina,R,RUS,,F
Chhinda Som,R,CAM,,F
Ke Syuan Jhang,U,TPE,,F
Iris Julia Antje Verweij,U,NED,,F
Amy Kaplan,U,USA,,F
Olga Brozda,U,POL,,F
Anna Korzeniak,R,POL,,F
Epiphany B Turner,U,USA,,F
Emerald Able,L,USA,,F
Ruxandra Schech,L,GER,,F
Isabella Tiscornia,U,URU,,F
Valentina Giavazzi,U,ITA,,F
Nagomi Higashitani,R,JPN,,F
Anna Ustinoff,U,KAZ,,F
Teodora Djordjevic,R,ITA,,F
Elena Covi,U,ITA,,F
Leila Epstein,U,USA,,F
Francesca Covi,U,ITA,,F
Syria La Cerra,R,ITA,,F
Prathyusha Rachapudi,R,IND,,F
Estella Jaeger,U,GER,,F
Sarina Kang,U,AUS,,F
Eleanor Baglow,L,GBR,,F
Greta Medeghini,U,ITA,,F
Elizabeth Danailova,U,BUL,,F
Francesca Rumi,U,ITA,,F
Giuliana Bestetti,R,ITA,,F
Carlotta Gabrielli,U,ITA,,F
Chiara Alesiani,U,ITA,,F
Anna Khudoley,U,RUS,,F
Ginevra Peiretti,R,ITA,,F
Yassamine Boudjadi,U,ALG,,F
Eleonora Canovi,U,ITA,,F
Valentina Gaggini,U,ITA,,F
Ferdaous Bahri,R,TUN,,F
Asya Colombo,U,ITA,,F
Antonia Schmidt,U,GER,,F
Shreya Tatavarthy,U,IND,,F
Annika Kannan,R,IND,,F
Karoline Laursen,U,DEN,,F
Oceane Babel,U,FRA,,F
Matilde Mariani,L,ITA,,F
Julie Belgraver,U,FRA,,F
Roberta Lodi Pasini,U,ITA,,F
Sara Ziodato,U,ITA,,F
Helena Verbeeck,R,BEL,,F
Hanine Boudjadi,U,ALG,,F
Sveva Mazzari,U,ITA,,F
Lara Kaiser,U,AUT,,F
Giuseppina Miccio,U,ITA,,F
Camilla Zanolini,U,ITA,,F
Jenifer Anger,U,FRA,,F
Noesjka Brink,U,NED,,F
Federica Sacco,R,ITA,,F
Matea Roki,U,CAN,,F
Marika Jones,U,USA,,F
Lena Delfosse,U,BEL,,F
Pervinca Curci,R,ITA,,F
Irene Verzin,R,ITA,,F
Francesca Falleni,U,ITA,,F
Juline Fayard,U,FRA,,F
Nour Gueblaoui,U,TUN,,F
Graziella Barrett,U,GBR,,F
Nika Novikova,U,LTU,,F
Matilda Mutavdzic,R,GBR,,F
Tea Lukic,U,GER,,F
Nicole Teodosescu,U,ITA,,F
Liubov Demidova,U,RUS,,F
Natalia Zorgovska,U,SVK,,F
Annika Chiara Rittberger,U,GER,,F
Agata Bachanek,U,POL,,F
Anastasiya Mulder Syrovatskaia,R,NED,,F
Xingchen Liu,U,CHN,,F
Alyona Anufrenkova,U,RUS,,F
Selina Atay,U,TUR,,F
Tuana Tinaztepe,U,TUR,,F
Margarita Ten,U,RUS,,F
Michaela Niedermeier,R,GER,,F
Aysegul Mert,L,TUR,,F
Anastasia Dimitrijevic,U,AUT,,F
Ozlem Uslu,R,TUR,,F
Erika Reinhardt,U,GER,,F
Melis Ayda Uyar,U,TUR,,F
Defne Cirpanli,R,TUR,,F
Ilayda Baykan,R,TUR,,F
Anna Laura Hinka,U,UKR,,F
Maria Sara Popa,L,ROU,,F
Melisa Senli,U,TUR,,F
Zeynep Erman,U,TUR,,F
Diana Mascenikova,U,SVK,,F
Alexandra Vasilyeva,U,RUS,,F
Anna Chekanskaya,U,RUS,,F
Zofia Podbiol,U,POL,,F
Antonia Aragosa,R,ITA,,F
Dana Shakirova,U,RUS,,F
Zuzana Pavelekova,U,SVK,,F
Billur Gonlusen,U,TUR,,F
Keira Jirasook,U,USA,,F
Anna Lytneva,R,RUS,,F
Anastasia Kovaleva,U,RUS,,F
Maria Bianca Andrei,U,ROU,,F
Karyna Kachur,L,UKR,,F
Mariia Hurieva,R,UKR,,F
Lolita Gukasyan,U,UKR,,F
Valeriia Cherfus,U,UKR,,F
Anastasia Vorobyova,U,UKR,,F
Oleksandra Kudelska,U,UKR,,F
Anna Parkhomenko,U,UKR,,F
Anna Syrova,U,UKR,,F
Sonya Kovalenko,U,UKR,,F
Mariia Hlahola,U,UKR,,F
Alexandra Fedorenko,R,UKR,,F
Madeleine Brooks,U,GBR,,F
Anna Pinaieva,R,UKR,,F
Kimmi Hance,R,USA,,F
Savannah Broadus,U,USA,,F
Allie Will,U,USA,,F
Kylie Collins,R,USA,,F
Abigail Rencheli,R,MDA,,F
Ashanti Campfield,R,USA,,F
Sybille Gauvain,U,FRA,,F
Jocelijn Cavero Roeper,U,NED,,F
Jaedan Brown,U,USA,,F
Zoe Howard,R,USA,,F
Reese Brantmeier,R,USA,,F
Mackenzie Clark,U,USA,,F
Ty Ana Williams,R,USA,,F
Elaine Chervinsky,R,USA,,F
Isabella Robbiani,R,PAR,,F
Carson Tanguilig,U,USA,,F
Sonya Macavei,U,USA,,F
Arijana Korac,R,SWE,,F
Eleana Yu,R,USA,,F
Hina Inoue,R,USA,,F
Jerricka Boone,U,USA,,F
Kenya Jones,U,USA,,F
Allie Gretkowski,U,USA,,F
Eugenie Christine Ngo Gwodog,U,CMR,,F
Keisha R Clousing,U,USA,,F
Sophie Abrams,U,USA,,F
Gracie Epps,U,USA,,F
Scout Mathews,U,USA,,F
Jeanette Mireles,U,USA,,F
Rachel Janssen,R,USA,,F
Elizabeth Coleman,U,USA,,F
Anastasia Tkachenko,R,USA,,F
Jada Hart,U,USA,,F
Makenna Jones,U,USA,,F
Alana Wolfberg,U,USA,,F
Emma Lella,U,USA,,F
Sophie Williams,U,USA,,F
Zoe Hitt,R,USA,,F
